,0
SCN2A,-7.9845605
CHD8,47.249702
ADNP,-3.5612774
SHANK3,-5.288339
PTEN,7.600357
SYNGAP1,-6.591756
MECP2,-5.107655
KDM5B,-8.253775
FOXP1,-5.1560183
ARID1B,-6.6219635
POGZ,-5.456198
ASH1L,16.132143
KMT5B,-4.5656447
SLC6A1,-1.9976404
GIGYF1,-6.75702
DYRK1A,-4.761303
CHD2,14.422844
ASXL3,1.4739761
TAOK1,0.99368334
DNMT3A,-7.0835032
GRIN2B,-6.6653094
BRSK2,-5.0542603
KMT2A,-10.327294
NF1,-8.444783
STXBP1,-5.649555
CUL3,-5.4500217
MED13L,37.48851
ANK2,-11.83697
MYT1L,-2.9967518
RORB,-2.126989
TBL1XR1,-4.2180033
TBR1,-5.2793403
DYNC1H1,-13.930642
WAC,1.920166
PHF21A,-4.4312735
KDM6B,-4.862811
DDX3X,-4.555867
CTNNB1,-3.7089367
MED13,-3.2576437
ANKRD11,-4.345539
CTCF,-4.386265
RFX3,-2.8810918
ARHGEF9,-5.3466935
SHANK2,-5.342481
DEAF1,-4.813267
SMARCC2,7.4844933
TLK2,-5.5844026
TCF20,-6.205089
CNOT3,-3.5316005
SYNCRIP,-2.753529
SETD5,-4.790506
NAA15,0.7620225
SCN1A,-8.906969
EHMT1,-6.5880876
TCF4,-4.7458897
SRPRA,-5.677471
MARK2,-5.7153378
KMT2C,36.881866
MBD5,-5.3537645
NRXN1,-6.327324
IRF2BPL,-3.769631
PHIP,-5.7720556
NFE2L3,-4.5020466
SKI,-1.4580278
PSMD12,-5.341826
KCNB1,-6.7594953
CSDE1,7.211403
TSC1,-6.5282164
DMWD,-4.124619
CLCN4,-3.0638568
MEIS2,-2.8930972
PBX1,1.3560405
HNRNPD,-4.207063
BCL11A,-4.035293
TCF7L2,-5.8446817
WDFY3,-8.698288
PHF3,-6.3571153
SETBP1,-5.9438477
TGM1,-5.196804
EBF3,-2.439487
PPP2R5D,-5.69341
TAF4,-4.5214067
KCNQ2,-8.276649
CAPRIN1,-4.556869
DSCAM,-8.182744
GABBR2,-6.543237
PRKG2,-4.9733815
UBN2,-4.606391
MEF2C,-4.2755284
TRIP12,21.13235
EP300,7.4916244
NR3C2,-6.820234
ARHGEF18,-5.9224663
TNPO3,-5.643644
SMAD6,-3.0771666
AMOT,-5.8422775
AUTS2,-4.63428
NCKAP1,-5.240976
DLG4,2.4736466
ECPAS,-8.82853
PRKAR1B,-3.502039
FUBP3,-4.593241
GRIA2,8.892893
CCDC40,-6.443774
GABRA1,-4.7548018
TSC2,-6.0792804
C1orf185,-2.2978354
METTL23,-3.8134174
HNRNPUL2,-5.3960733
PAX5,-2.5912154
ATF4,-3.2368665
RERE,-4.4287705
DHFR2,-4.1869383
TMC4,-5.045635
FXYD5,-4.8036823
EBAG9,-4.228811
ITGB5,-5.6707487
INTS2,-5.7138968
RAI1,-3.2585664
FOXG1,-4.347841
PLEKHG6,-6.0776286
MAVS,-3.9163852
C1QC,-4.196306
TMEM116,-4.7038884
SIN3A,-4.128277
ANP32A,1.1576777
PRR14L,-5.747534
CSNK2B,-3.5171304
PMM2,-5.4341683
PFN2,-3.8693707
LMTK3,-6.796624
SPRY2,-3.7644298
CMPK2,-4.2924695
IQSEC2,-6.67897
RIPK1,-3.765333
TPK1,-4.536816
CASZ1,-6.2580614
ZBTB45,-4.4559565
