,0
SCN2A,-10.571114
CHD8,6.766958
ADNP,-4.7363687
SHANK3,-4.277135
PTEN,1.478056
SYNGAP1,-6.7694936
MECP2,-2.161622
KDM5B,-6.5914116
FOXP1,-5.0087543
ARID1B,-6.627913
POGZ,-5.453903
ASH1L,13.172117
KMT5B,-4.472909
SLC6A1,-5.1074176
GIGYF1,-3.4007742
DYRK1A,-3.8066735
CHD2,10.149418
ASXL3,26.77167
TAOK1,2.0815287
DNMT3A,-3.4322572
GRIN2B,-6.664926
BRSK2,-4.9520063
KMT2A,-10.3533
NF1,-9.948172
STXBP1,-4.288532
CUL3,-5.4055614
MED13L,16.729961
ANK2,-11.514997
MYT1L,-5.116559
RORB,-5.2910967
TBL1XR1,-4.4086185
TBR1,-4.983642
DYNC1H1,-8.506805
WAC,-1.8649623
PHF21A,-4.4803696
KDM6B,-6.6494837
DDX3X,-4.5470552
CTNNB1,-4.997683
MED13,-7.0865293
ANKRD11,-3.0470457
CTCF,-4.058829
RFX3,-2.900142
ARHGEF9,-4.891146
SHANK2,-2.9902575
DEAF1,-4.661271
SMARCC2,4.86491
TLK2,-5.871997
TCF20,-5.7331553
CNOT3,-5.049581
SYNCRIP,-1.6956639
SETD5,-2.0613027
NAA15,-1.4502196
SCN1A,-6.5984
EHMT1,-7.1184225
TCF4,-2.6113672
SRPRA,-3.5726411
MARK2,-4.447771
KMT2C,51.26515
MBD5,-5.255778
NRXN1,-7.3717904
IRF2BPL,-3.811926
PHIP,-4.9680915
NFE2L3,-3.157971
SKI,-6.7457376
PSMD12,-4.6833344
KCNB1,-3.848332
CSDE1,-2.482009
TSC1,-6.350472
DMWD,-3.182102
CLCN4,-2.6981018
MEIS2,-4.6540127
PBX1,4.153848
HNRNPD,-4.1913557
BCL11A,-3.607046
TCF7L2,-3.5480242
WDFY3,-9.343344
PHF3,-6.3094716
SETBP1,-6.0044403
TGM1,-5.2466445
EBF3,-2.4990985
PPP2R5D,-5.2232385
TAF4,-4.7787023
KCNQ2,-5.3511972
CAPRIN1,-4.461633
DSCAM,-8.234139
GABBR2,-6.4463935
PRKG2,-2.990519
UBN2,-4.360074
MEF2C,-4.76854
TRIP12,13.321592
EP300,3.7279425
NR3C2,-6.5099716
ARHGEF18,-2.2163277
TNPO3,-6.375815
SMAD6,-5.9969244
AMOT,-5.2497807
AUTS2,-4.4533677
NCKAP1,-5.282125
DLG4,2.7704487
ECPAS,-6.698947
PRKAR1B,-5.1593075
FUBP3,-4.551491
GRIA2,13.721917
CCDC40,-5.6764936
GABRA1,-4.5381107
TSC2,-11.501394
C1orf185,-3.6684752
METTL23,-3.838829
HNRNPUL2,-5.200808
PAX5,-1.890156
ATF4,-3.2286608
RERE,-5.3290386
DHFR2,-3.9943852
TMC4,-5.0617146
FXYD5,-3.919646
EBAG9,-3.7154672
ITGB5,-6.5816913
INTS2,-4.277437
RAI1,-5.216988
FOXG1,-5.165587
PLEKHG6,-5.9098253
MAVS,-3.7429576
C1QC,-4.179669
TMEM116,-4.2347894
SIN3A,-6.516579
ANP32A,-3.7315676
PRR14L,-5.62242
CSNK2B,-4.2120237
PMM2,-4.716597
PFN2,-3.9587948
LMTK3,-6.6769586
SPRY2,-3.8547485
CMPK2,-4.28335
IQSEC2,-4.00758
RIPK1,-4.748256
TPK1,-4.199078
CASZ1,-4.198004
ZBTB45,-4.45467
NUDT17,-4.198689
FANCE,-4.231231
ZNF396,0.6341553
NR4A2,8.507771
TBCEL,-4.391813
ADAM21,-4.2946005
TCF3,-5.4293294
AAAS,-5.517117
CELF6,-4.291826
INSC,-4.347948
ZMYND8,-3.7983809
CLTC,-5.8350844
TCHHL1,-4.310699
CTDSPL2,-2.9787831
ZNF292,11.357031
KCNQ3,-6.825359
RALGAPB,-6.693167
SRCAP,-8.924732
RAB11FIP4,-4.086874
ZNF865,-4.294506
CASKIN1,-6.0679
RANBP17,-5.97596
FBN1,-13.207269
ACTB,-2.015035
CNNM2,-6.281682
TSHZ1,-3.1333365
UPF3B,-4.165919
PHF2,-5.5899057
FMR1,-4.335809
MIB1,-2.7690597
FADS1,-4.3491306
FRMD7,-4.6873336
LDB1,-4.6181126
PCDH19,-5.7632227
EIF3G,-4.016037
MYO1E,-7.8224525
ZFAND5,-1.1466348
CFAP410,-4.015879
BICRA,-4.460551
MYBL2,-4.675037
KIAA1958,6.335494
GABRG2,-4.6743402
SKIDA1,-4.624028
PSMA3,-3.8433957
TTC37,-6.2854204
PCYT1A,-3.5840814
AP1G1,-5.6807966
FEZF2,-4.0293636
FGF19,-3.9985914
MSL3,-3.835368
SON,6.5113363
DNAJC5,-3.7591312
FBXO22,-3.9105437
TNFRSF8,-4.747018
HDAC11,-5.014407
SSR2,-3.867608
ACTG1,-2.2267976
PNN,-2.1231644
RUNX1T1,18.038284
APBB1,-4.549792
CERS4,-4.84786
CELF4,-3.3229084
ZBTB14,-4.1241055
ATAT1,-4.941349
RBBP5,-4.938763
G3BP1,-4.7349153
WNT7B,-3.1925664
BDP1,-5.935705
RNF217,-4.9037175
CBX4,1.8823786
NME8,-2.6312072
DCUN1D3,-4.2278438
ENC1,-0.46836615
UBB,-3.4451125
NEO1,-5.233495
SLC4A10,-3.739438
BRF2,-4.917875
PSMD11,-4.5799494
NR2F1,-4.802206
CASK,4.276682
SARM1,-5.5136733
TPST2,-4.297247
FPGS,-5.086144
QRICH1,-4.8047185
LRP10,-5.627259
CD101,-4.9816785
INTS7,-3.5483327
SMAD4,-5.0221314
STARD10,-4.3353386
CNTNAP3,-5.050698
DHX37,-6.450562
GABRB3,-4.7266474
NDNF,-4.2764063
FARP2,-6.5385838
SLF1,-5.012033
HDAC4,-5.930089
CNGB3,-4.247985
PCDHGA8,-5.1519146
TSPAN4,-4.3792486
FUK,-1.1988707
SULT1A1,-4.473691
NTS,-3.7407641
MAN1A1,-5.3642735
FAM57B,-3.0254488
RFX8,-4.345011
NACC1,-4.511712
ZSWIM4,-3.6651504
PPCS,-4.517669
SUSD4,-2.3264282
TMEM165,-4.270815
RIMBP2,-4.9186277
PSMD6,-4.324389
ITPKA,-4.412361
MSL2,-3.9401128
RNF146,4.200295
NSD2,-7.3031926
SOX11,-2.758304
SLC34A1,-5.020328
ADPGK,-3.1564934
TCERG1,-5.8583364
ZBTB18,-4.3347106
TAF6,-5.30297
BCL11B,-3.872352
PPM1M,-2.3530293
PUF60,-4.5155725
CUX2,-6.263739
GPC5,-4.4521437
SERPINI1,-4.5756273
SATB2,-1.749342
CRISPLD1,-5.1821733
ZMYM2,-0.24371338
DBF4,-4.3625226
ZMYND11,-4.747692
TNFAIP8L3,-3.963126
PCDHGA12,-5.3161697
ARHGEF2,-6.37143
CFAP70,-5.7941427
HPS6,-5.3565664
JARID2,-5.691613
SNCA,-3.65486
KDM6A,-5.181776
ASB14,-4.5525136
CALU,-4.306088
HNRNPL,-2.0046768
KLHL25,-3.7730937
AHDC1,-4.9018087
CTR9,-6.2398047
B9D1,-4.624942
SPAST,2.6621504
EIF4G2,-4.921151
LRRFIP1,-5.0951343
TUBB2A,10.103538
GGNBP2,-3.8116596
