,0,1,2,3,4,5,6,7
SCN2A,-0.94223803,-0.19236842,-0.2752528,0.68256426,-0.84759533,-0.19934131,-0.5518824,0.6383181
CHD8,-0.4386498,-0.19718763,-0.09287752,0.54707783,-0.92980886,-0.01165489,-0.2764821,0.32345968
ADNP,-0.77541244,-0.15250424,0.0493356,0.75019634,-1.075253,-0.17116071,-0.25734776,0.39860195
SHANK3,-0.54567415,-0.48652506,-0.048763853,0.72076005,-0.93802977,0.15255599,-0.36808562,0.43766123
PTEN,-0.63058436,-0.019868903,-0.08620373,0.53619444,-0.9595083,-0.18636923,-0.31405222,0.3454505
SYNGAP1,-0.37507984,-0.27602255,-0.07491164,0.6511532,-0.9688772,0.031061389,-0.36550987,0.44403204
MECP2,-0.5230322,-0.12307052,-0.18140069,0.59154505,-0.8558929,-0.123069264,-0.43668252,0.2922714
KDM5B,-0.7829592,-0.030124784,-0.100395486,0.7769778,-0.94316256,-0.29871216,-0.34241852,0.21380933
FOXP1,-0.8552783,-0.15944168,0.019091658,0.8125831,-1.0408628,-0.28275836,-0.29039565,0.4372921
ARID1B,-0.753704,-0.18772584,-0.045234717,0.61312675,-0.96112525,-0.139366,-0.4550878,0.40933162
POGZ,-0.73284864,-0.14238504,-0.07378316,0.63853437,-1.039043,-0.21782866,-0.38788635,0.34847516
ASH1L,-0.734911,-0.22625187,-0.00027659535,0.72675955,-1.0512626,-0.22334333,-0.33176994,0.36951926
KMT5B,-0.7402642,-0.17590421,-0.19018085,0.70100945,-0.88001204,-0.14912778,-0.3671775,0.40533632
SLC6A1,-0.7698627,-0.4907296,-0.19748661,0.3864096,-0.77600217,0.26617882,-0.39746726,0.41909733
GIGYF1,-0.6751273,-0.2147851,-0.16461849,0.5591948,-0.96289194,0.03181795,-0.3429417,0.26035744
DYRK1A,-0.78848046,-0.18431784,-0.119107336,0.7476773,-0.95242774,-0.17078896,-0.30041268,0.20024264
CHD2,-0.6454751,-0.30056158,-0.112699844,0.69220006,-0.92400277,-0.23630187,-0.45473754,0.5180997
ASXL3,-0.5222426,0.018429913,-0.21258542,0.5256006,-1.0210589,0.07911017,-0.3578268,0.32488725
TAOK1,-0.77235466,-0.24271855,-0.054441847,0.6618861,-0.9020245,-0.12543325,-0.31990582,0.28030565
DNMT3A,-0.5530281,-0.07628282,-0.20936343,0.6585828,-0.8430126,-0.16895194,-0.45184976,0.4131696
GRIN2B,-0.05414856,-0.23331851,-0.17539212,0.5775333,-0.7421881,0.36539295,-0.38186574,0.37753
BRSK2,-0.46829224,-0.1372506,-0.20567858,0.79642737,-1.0583378,-0.086318746,-0.36343327,0.49268687
KMT2A,-0.84735227,-0.21630752,-0.27315402,0.6881138,-0.87629735,-0.2975883,-0.37991902,0.31539735
NF1,-0.5634733,-0.28841746,-0.06060266,0.5902119,-1.001742,-0.05472593,-0.45995402,0.45616138
STXBP1,-0.8131808,-0.10595384,-0.092022166,0.67992145,-1.0486888,-0.15086402,-0.36192706,0.19290587
CUL3,-0.7079185,-0.09940056,-0.1326594,0.7424485,-0.96965015,-0.14085244,-0.27488244,0.44679132
MED13L,-0.65168387,-0.25565216,-0.09221599,0.76045656,-0.8755059,-0.059087142,-0.47800454,0.38983294
ANK2,-0.73235196,-0.19726802,-0.21816477,0.5989834,-0.94394076,-0.1455668,-0.41567612,0.13881923
MYT1L,-0.799602,-0.08244755,-0.24465403,0.70573735,-0.9061177,-0.2650693,-0.4316165,0.23772284
RORB,-0.267183,-0.19105574,-0.04148607,0.66759866,-0.8336352,0.28752673,-0.2789717,0.15725313
TBL1XR1,-0.7208898,-0.1676251,-0.13432047,0.6676948,-0.8894607,-0.17741916,-0.38365963,0.3394241
TBR1,-0.015045771,0.05948513,0.1269719,0.74239796,-1.0491259,0.11521355,-0.33624038,0.3057209
DYNC1H1,-0.7535876,-0.25222072,-0.14400798,0.6663203,-0.97499716,-0.2389811,-0.34550843,0.27126372
WAC,-0.73566616,-0.27461937,-0.07164368,0.63311094,-0.9522555,-0.18145709,-0.3375782,0.3291295
PHF21A,-0.6258883,-0.23874462,-0.07257417,0.68790734,-1.0720247,-0.03669884,-0.3647426,0.3264408
KDM6B,-0.5555048,-0.1098543,-0.09572754,0.73341304,-1.0950909,-0.16389133,-0.29672647,0.43089652
DDX3X,-0.64982957,-0.3284546,-0.05292108,0.63733417,-0.9554845,-0.15552387,-0.34851155,0.3954635
CTNNB1,-0.72726345,-0.1970933,-0.059655525,0.7542927,-0.9294914,-0.21619467,-0.2941614,0.34410366
MED13,-0.67061335,-0.25060233,-0.26984504,0.66654813,-0.75200546,-0.11747087,-0.3918557,0.32403108
ANKRD11,-0.71514714,-0.25404546,-0.2079764,0.64843476,-0.78429055,-0.24245608,-0.3886242,0.35681245
CTCF,-0.68513304,-0.05374462,-0.06451821,0.51689136,-1.0752379,-0.09628837,-0.30593026,0.26165953
RFX3,-0.65830344,-0.2654612,-0.20935765,0.7413701,-0.98297536,-0.17014267,-0.33131203,0.31804338
ARHGEF9,-0.59368575,-0.16466825,-0.18475842,0.75185925,-0.75083435,-0.18433231,-0.35041308,0.41149908
SHANK2,-0.85683316,-0.09407002,-0.32719463,0.62948644,-0.9017098,-0.13889389,-0.48190016,0.22141255
