,0
SCN2A,-4.951509
CHD8,9.991837
ADNP,-4.8067102
SHANK3,-5.614771
PTEN,-2.5670269
SYNGAP1,-6.7615514
MECP2,-5.109516
KDM5B,-8.063636
FOXP1,-2.807477
ARID1B,-6.67848
POGZ,-5.4687314
ASH1L,16.914589
KMT5B,-4.467661
SLC6A1,-5.086565
GIGYF1,-5.619884
DYRK1A,-5.035561
CHD2,0.82742167
ASXL3,1.7903252
TAOK1,10.706282
DNMT3A,-4.7452583
GRIN2B,-5.4063826
BRSK2,-4.9606013
KMT2A,-9.913832
NF1,-9.928161
STXBP1,-5.6470575
CUL3,-5.4060245
MED13L,2.6873431
ANK2,-10.303707
MYT1L,-5.1460094
RORB,-4.0389667
TBL1XR1,-4.3925896
TBR1,-6.3234863
DYNC1H1,-11.491166
WAC,5.000796
PHF21A,-4.4990706
KDM6B,-5.441021
DDX3X,-2.3244674
CTNNB1,-5.0056596
MED13,-6.2261305
ANKRD11,-6.5384827
CTCF,-2.851352
RFX3,-2.8916554
ARHGEF9,-4.890918
SHANK2,-5.262982
DEAF1,-3.3763711
SMARCC2,10.4825325
TLK2,-5.883157
TCF20,-5.790131
CNOT3,-5.0587196
SYNCRIP,-0.5289774
SETD5,-5.0893283
NAA15,-1.4489746
SCN1A,-8.810287
EHMT1,-3.7280385
TCF4,-4.810449
SRPRA,-3.5763063
MARK2,-5.712072
KMT2C,58.63265
MBD5,-3.1054072
NRXN1,-7.450679
IRF2BPL,-3.8232965
PHIP,-5.8512115
NFE2L3,-4.4489403
SKI,-5.4563956
PSMD12,-4.70811
KCNB1,-6.6528497
CSDE1,0.12797356
TSC1,-6.458238
DMWD,-4.467441
CLCN4,-5.051518
MEIS2,-4.699697
PBX1,7.388088
HNRNPD,-2.8396869
BCL11A,-3.8130002
TCF7L2,-7.0341377
WDFY3,-10.856305
PHF3,-6.328418
SETBP1,-3.8567598
TGM1,-6.5352163
EBF3,-3.8943179
PPP2R5D,-5.2733254
TAF4,-4.8019605
KCNQ2,-6.7557745
CAPRIN1,-4.48672
DSCAM,-8.272252
GABBR2,-6.501437
PRKG2,-3.006608
UBN2,-2.2781293
MEF2C,-4.7163057
TRIP12,18.04966
EP300,15.341899
NR3C2,-6.5394654
ARHGEF18,-5.6809306
TNPO3,-4.1915455
SMAD6,-5.986007
AMOT,-5.341055
AUTS2,-1.1019559
NCKAP1,-3.0273864
DLG4,14.36181
ECPAS,-8.841528
PRKAR1B,-5.1847715
FUBP3,-4.565384
GRIA2,17.046568
CCDC40,-5.721588
GABRA1,-3.3099728
TSC2,-8.89391
C1orf185,-3.6648073
METTL23,-3.8129623
HNRNPUL2,-5.198589
PAX5,-4.2050157
ATF4,-3.1675694
RERE,-5.308241
DHFR2,-3.978492
TMC4,-5.072931
FXYD5,-3.9079943
EBAG9,-3.820648
ITGB5,-4.401703
INTS2,-5.689439
RAI1,-5.3269234
FOXG1,-3.885838
PLEKHG6,-5.9313164
MAVS,-3.7857792
C1QC,-4.136613
TMEM116,-4.2331424
SIN3A,-4.290773
ANP32A,-1.5069101
PRR14L,-5.641667
CSNK2B,-4.213285
PMM2,-4.744956
PFN2,-3.8837876
LMTK3,-4.501126
SPRY2,-3.903058
CMPK2,-4.29695
IQSEC2,-6.1661344
RIPK1,-4.759639
TPK1,-4.1759872
CASZ1,-6.3992777
ZBTB45,-4.4327216
NUDT17,-4.214418
FANCE,-4.188735
ZNF396,-4.2932444
NR4A2,5.209489
TBCEL,-4.388558
ADAM21,-4.295238
TCF3,-5.4274907
AAAS,-4.2740297
CELF6,-3.0039191
INSC,-4.353557
ZMYND8,-3.8421428
CLTC,-7.109516
TCHHL1,-4.314647
CTDSPL2,-2.133012
ZNF292,9.775999
KCNQ3,-6.8566256
RALGAPB,-4.4933944
SRCAP,-11.65604
RAB11FIP4,-4.0905204
ZNF865,-4.3996544
CASKIN1,-6.1626396
RANBP17,-2.4751606
FBN1,-7.1641903
ACTB,-1.9562805
CNNM2,-6.33874
TSHZ1,-4.4604754
UPF3B,-4.210528
PHF2,-5.5467896
FMR1,-4.3275967
MIB1,5.7925415
FADS1,-4.3193927
FRMD7,-4.6859627
