,0
SCN2A,-9.846018
CHD8,25.891449
ADNP,-3.0446846
SHANK3,-6.1759925
PTEN,12.458197
SYNGAP1,-7.3155513
MECP2,-5.5882215
KDM5B,-6.4642982
FOXP1,-5.579059
ARID1B,-5.8297358
POGZ,-5.9562497
ASH1L,22.571796
KMT5B,-4.901168
SLC6A1,-5.646897
GIGYF1,-7.4226394
DYRK1A,-5.537473
CHD2,3.8644328
ASXL3,6.9959555
TAOK1,5.7857013
DNMT3A,-6.120925
GRIN2B,-7.2619505
BRSK2,-5.395678
KMT2A,-13.244298
NF1,-9.671653
STXBP1,-4.753158
CUL3,-5.934516
MED13L,3.842084
ANK2,-8.777431
MYT1L,-4.2793374
RORB,-5.74347
TBL1XR1,-4.8832874
TBR1,-6.880449
DYNC1H1,-11.475237
WAC,0.31799507
PHF21A,-4.9561152
KDM6B,-7.2063212
DDX3X,-3.7166865
CTNNB1,-4.21631
MED13,-6.8732424
ANKRD11,-7.022091
CTCF,-4.5549717
RFX3,-5.5098653
ARHGEF9,-5.311178
SHANK2,-5.5706625
DEAF1,-3.0256405
SMARCC2,11.069422
TLK2,-6.3209114
TCF20,-6.128173
CNOT3,-5.546276
SYNCRIP,3.3235526
SETD5,-5.575799
NAA15,0.08391237
SCN1A,-3.437079
EHMT1,-7.3011065
TCF4,-5.253547
SRPRA,-5.337792
MARK2,-6.2291493
KMT2C,41.032063
MBD5,-5.6151557
NRXN1,-7.9554067
IRF2BPL,-4.2338605
PHIP,-7.694522
NFE2L3,-4.8522663
SKI,-5.9536448
PSMD12,-5.147327
KCNB1,-3.6625912
CSDE1,3.6367164
TSC1,-5.6288204
DMWD,-4.977934
CLCN4,-3.842082
MEIS2,-5.0838213
PBX1,0.9781003
HNRNPD,-4.6399436
BCL11A,-4.0738935
TCF7L2,-7.6598005
WDFY3,-12.722751
PHF3,-6.7516766
SETBP1,-5.178379
TGM1,-7.1439686
EBF3,-4.386041
PPP2R5D,-5.689305
TAF4,-5.2503033
KCNQ2,-7.403507
CAPRIN1,-4.8511844
DSCAM,-5.7706513
GABBR2,-5.546364
PRKG2,-5.6110916
UBN2,-4.7000422
MEF2C,-5.339558
TRIP12,4.9473166
EP300,10.81131
NR3C2,-7.1406007
ARHGEF18,-6.1727357
TNPO3,-6.699535
SMAD6,-6.659014
AMOT,-5.7581563
AUTS2,-4.989617
NCKAP1,-5.7745214
DLG4,6.481383
ECPAS,-9.35961
PRKAR1B,-5.683567
FUBP3,-5.049403
GRIA2,1.4139028
CCDC40,-6.0561614
GABRA1,-4.7422924
TSC2,-10.972495
C1orf185,-4.267616
METTL23,-4.42276
HNRNPUL2,-5.7181487
PAX5,-2.8785934
ATF4,-3.6643581
RERE,-5.8088174
DHFR2,-4.432284
TMC4,-5.683042
FXYD5,-4.520116
EBAG9,-4.127751
ITGB5,-7.227522
INTS2,-4.735629
RAI1,-3.3335705
FOXG1,-5.785249
PLEKHG6,-4.39117
MAVS,-4.235978
C1QC,-4.878191
TMEM116,-4.7798657
SIN3A,-6.962056
ANP32A,-1.9722338
PRR14L,-6.08342
CSNK2B,-4.775353
PMM2,-3.938074
PFN2,-4.353675
LMTK3,-7.20233
SPRY2,-4.4854355
CMPK2,-4.7864532
IQSEC2,-4.4491224
RIPK1,-5.28303
TPK1,-4.843298
CASZ1,-6.7442765
ZBTB45,-4.935779
NUDT17,-4.7332063
FANCE,-4.578614
ZNF396,0.09722185
NR4A2,1.4060469
TBCEL,-4.9096303
ADAM21,-4.910059
TCF3,-4.5803986
AAAS,-6.1860886
CELF6,-4.5290837
INSC,-4.9514837
ZMYND8,-5.202645
CLTC,-4.8776135
TCHHL1,-4.928135
CTDSPL2,-4.7175107
ZNF292,13.155145
KCNQ3,-2.682724
RALGAPB,-5.7882223
SRCAP,-11.016671
RAB11FIP4,-4.5037813
ZNF865,-4.8076077
CASKIN1,-6.437352
RANBP17,-6.45374
FBN1,-10.947079
ACTB,-5.2508173
CNNM2,-6.773786
TSHZ1,-4.7825055
UPF3B,-4.5264993
PHF2,-5.985788
