,0
SCN2A,-6.594741
CHD8,4.661976
ADNP,-4.8017163
SHANK3,-5.169765
PTEN,2.0371165
SYNGAP1,-6.514778
MECP2,-5.107718
KDM5B,-6.956186
FOXP1,-3.7966712
ARID1B,-6.5909553
POGZ,-5.409491
ASH1L,20.845167
KMT5B,-4.5925436
SLC6A1,-4.9022465
GIGYF1,-4.5256886
DYRK1A,-4.7360053
CHD2,11.04501
ASXL3,-1.0827646
TAOK1,-2.5018494
DNMT3A,-7.091857
GRIN2B,-5.413717
BRSK2,-3.7855294
KMT2A,-9.697934
NF1,-8.319995
STXBP1,-0.81891775
CUL3,-5.4629416
MED13L,15.553927
ANK2,-8.339475
MYT1L,-3.8885434
RORB,-5.6766925
TBL1XR1,-2.035903
TBR1,-5.2922053
DYNC1H1,-10.28735
WAC,13.586986
PHF21A,-4.3536477
KDM6B,-7.0002995
DDX3X,-4.474221
CTNNB1,-4.900392
MED13,-8.177251
ANKRD11,-6.480472
CTCF,-4.398542
RFX3,-5.103011
ARHGEF9,-5.3115406
SHANK2,-5.337973
DEAF1,-3.5025687
SMARCC2,-2.2631454
TLK2,-5.5426164
TCF20,-6.1576185
CNOT3,-5.780359
SYNCRIP,1.5215397
SETD5,-4.0298905
NAA15,0.105462074
SCN1A,-11.659665
EHMT1,-4.3592896
TCF4,-4.6308618
SRPRA,-5.701975
MARK2,-5.6937604
KMT2C,33.76088
MBD5,-5.305047
NRXN1,-7.710333
IRF2BPL,-2.477737
PHIP,-6.9230566
NFE2L3,-4.4983487
SKI,-6.518058
PSMD12,-5.3275905
KCNB1,-6.7444906
CSDE1,-2.3909743
TSC1,-6.5503964
DMWD,-4.111887
CLCN4,-3.8695319
MEIS2,-4.175468
PBX1,-2.6638298
HNRNPD,-4.1634536
BCL11A,-4.0522776
TCF7L2,-5.8286514
WDFY3,-10.731638
PHF3,-6.298088
SETBP1,-5.910344
TGM1,-6.4539547
EBF3,-3.7227569
PPP2R5D,-5.7135177
TAF4,-4.569375
KCNQ2,-5.50025
CAPRIN1,-4.5393767
DSCAM,-8.136589
GABBR2,-5.2593613
PRKG2,-4.967494
UBN2,-4.635792
MEF2C,-4.1727953
TRIP12,21.303263
EP300,25.446716
NR3C2,-5.452784
ARHGEF18,-5.949897
TNPO3,-6.9245753
SMAD6,-5.9152594
AMOT,-5.8171434
AUTS2,-4.651485
NCKAP1,-5.2116055
DLG4,2.55158
ECPAS,-1.1951399
PRKAR1B,-3.5366426
FUBP3,-4.5816693
GRIA2,7.9943557
CCDC40,-4.0454016
GABRA1,-4.7990675
TSC2,-11.762847
C1orf185,-3.5567544
METTL23,-3.8073516
HNRNPUL2,-5.4041333
PAX5,-3.9762022
ATF4,-3.169965
RERE,-4.3549337
DHFR2,-4.2102356
TMC4,-4.9368234
FXYD5,-4.7980013
EBAG9,-4.2587132
ITGB5,-6.9552517
INTS2,-5.803033
RAI1,-1.8881388
FOXG1,-4.359006
PLEKHG6,-5.976932
MAVS,-3.9145157
C1QC,-4.278666
TMEM116,-4.586008
SIN3A,-6.2768526
ANP32A,-1.7211492
PRR14L,-5.743862
CSNK2B,-3.5138361
PMM2,-5.426133
PFN2,-3.8630972
LMTK3,-6.730979
SPRY2,-3.7611156
CMPK2,-3.015859
IQSEC2,-4.2317495
RIPK1,-2.7406993
TPK1,-4.4964275
CASZ1,-4.962756
ZBTB45,-4.4481134
NUDT17,-4.30947
FANCE,-4.3809867
ZNF396,-4.1943464
NR4A2,2.9427032
TBCEL,-4.7698107
ADAM21,-4.196833
TCF3,-3.3327417
AAAS,-5.5858603
CELF6,-4.541414
INSC,-4.238241
ZMYND8,-4.8549943
CLTC,-7.0313506
TCHHL1,-4.183688
CTDSPL2,-4.7875977
ZNF292,-2.04232
KCNQ3,-5.4011354
RALGAPB,-6.391749
SRCAP,-8.477343
RAB11FIP4,-4.226386
ZNF865,-4.81704
CASKIN1,-6.413907
RANBP17,-6.1579003
FBN1,-7.507149
ACTB,-4.5778995
CNNM2,-2.9042718
TSHZ1,-4.4497
UPF3B,-4.348518
PHF2,-5.544277
FMR1,-2.1375213
MIB1,4.002776
FADS1,-2.2540803
FRMD7,-4.563405
LDB1,-4.9276237
PCDH19,-5.2278028
EIF3G,-4.161811
MYO1E,-6.009617
ZFAND5,0.7709975
CFAP410,-4.071977
BICRA,-4.2798667
MYBL2,-5.314707
KIAA1958,3.2370133
GABRG2,-5.1716585
SKIDA1,-5.304339
PSMA3,-3.98799
TTC37,-6.4036145
PCYT1A,-5.053889
AP1G1,-4.253066
FEZF2,-3.764937
FGF19,-4.059673
MSL3,-3.7767181
SON,0.1012578
DNAJC5,-3.471886
FBXO22,-4.083682
TNFRSF8,-4.6793194
HDAC11,-5.712851
SSR2,-3.8340108
ACTG1,7.75638
PNN,-4.2539325
RUNX1T1,5.252122
APBB1,-2.391778
CERS4,-4.7747817
CELF4,-3.9283762
ZBTB14,-1.0228529
ATAT1,-4.096808
RBBP5,-3.515166
G3BP1,-2.737819
WNT7B,-4.70122
BDP1,-6.1023836
RNF217,-5.758616
CBX4,5.328877
NME8,-4.6624036
DCUN1D3,-3.2678592
ENC1,0.85243416
UBB,0.17108965
NEO1,-6.2804465
SLC4A10,-2.1450543
BRF2,-5.9920597
PSMD11,-4.6668916
NR2F1,-2.9211273
CASK,1.0775065
SARM1,-5.8937736
TPST2,-4.717946
FPGS,-4.9509296
QRICH1,-5.0199833
LRP10,-1.0645733
CD101,-4.9427834
INTS7,-5.607039
SMAD4,-5.156288
STARD10,-4.4131265
CNTNAP3,-4.979378
DHX37,-7.2127485
GABRB3,-4.9959297
NDNF,-4.7199554
FARP2,-4.032935
SLF1,-4.4313297
HDAC4,-6.2392235
CNGB3,-5.452267
PCDHGA8,-5.0389786
TSPAN4,-3.6540365
FUK,-6.15994
SULT1A1,-4.8828263
NTS,-4.168416
MAN1A1,-5.9890213
FAM57B,-4.193843
RFX8,-4.2460365
NACC1,-4.914835
ZSWIM4,-5.107897
PPCS,-4.163918
SUSD4,-4.6684847
TMEM165,-1.7820117
RIMBP2,-4.7837906
PSMD6,-4.412885
ITPKA,-4.577379
MSL2,-3.8734176
RNF146,-1.7726998
NSD2,-7.193392
SOX11,1.2069707
SLC34A1,-2.4015875
ADPGK,-4.6998343
TCERG1,-5.8559976
ZBTB18,-4.303045
TAF6,-3.8279326
BCL11B,-3.780394
PPM1M,-5.104514
PUF60,-4.4175215
CUX2,-3.8882558
GPC5,-4.696835
SERPINI1,-4.365435
SATB2,-4.19783
CRISPLD1,-3.629849
ZMYM2,-0.20803261
DBF4,-4.714953
ZMYND11,-2.2628565
TNFAIP8L3,-3.9050126
PCDHGA12,-5.2222524
ARHGEF2,-6.259394
CFAP70,-6.8004255
HPS6,-5.9117303
JARID2,-5.7600574
SNCA,-3.7850978
KDM6A,-7.0034065
ASB14,-4.8256626
CALU,-4.3032475
HNRNPL,0.6248007
KLHL25,-5.3302436
AHDC1,-3.7314098
CTR9,-6.485898
B9D1,-5.8392243
SPAST,4.398927
EIF4G2,-4.727414
LRRFIP1,-4.9662466
TUBB2A,2.6235647
GGNBP2,-5.1845193
ARHGAP44,-5.514274
CARD14,-5.56343
CIC,-4.9917374
DIP2C,-5.9986963
RIPOR3,-4.4885755
CCNT2,-2.7404287
ZC3H14,-5.6348243
PER2,-5.7915287
DCAF7,-3.8014145
MAP2K7,-4.819172
AMOTL1,-2.8545315
HBD,-3.84323
PSMC5,-5.032214
FOXP2,-2.497882
DACT1,-2.5687418
PAPOLG,-2.740159
FBXW5,-3.2639334
POTEH,-3.2971034
CTB-186H2.3,-3.2809758
FLJ00273,-3.2823708
CD93,-4.501222
MFHAS1,-5.37724
BTRC,-5.36075
FBH1,-5.915469
ANO9,-5.3480887
SETD1A,-8.434223
WNT9B,-1.5139959
LRRC4,-5.446825
NPIPB5,-3.6871395
ZNF462,-4.613655
ZMAT5,-4.908042
TLE3,-4.032667
CYP17A1,-4.552296
EFR3A,-5.2242565
ULK1,9.140659
S100G,-3.3955326
TRERF1,-1.9510894
IFRD2,-5.6868668
EIF2A,-5.1706443
MOB4,-2.6851294
ANKS4B,-4.199687
FAM72A,-3.4612353
PARN,-5.522875
GSTM1,-4.1083093
DNTT,-4.536963
SNTA1,-3.744819
KRTAP2-2,-3.3515081
HECTD4,-10.631658
DEFB128,-3.3605294
TGM6,-0.14334059
NBPF12,-3.664509
KLHDC10,-3.763712
HTN1,-3.364978
SLC28A1,-2.8798704
KATNAL2,-6.012429
ING1,-4.8212366
MGRN1,-4.7846527
SLC25A46,-4.5629783
CHN2,-4.590027
C19orf33,-3.3788126
WWC2,-5.684211
TOP3B,-5.4790306
PRR12,-0.58068323
TTC12,-2.9840214
KCNT1,-3.1890538
MCPH1,-5.4424677
GSS,-5.644528
MOGS,-6.011067
PRAMEF10,-3.3955677
HMGN2,-2.8582458
KRTAP5-2,-3.3180494
EIF2AK1,-4.2459693
PPP1R17,-3.3240092
ERI1,-4.6742992
NRG4,-3.5764997
EMSY,-5.523047
TCEAL1,-3.4200501
MBNL1,-4.9737206
KIAA0232,9.540575
DUS1L,-1.255651
TMEM140,-3.7946806
GRIN1,-3.4209454
SLC16A1,-2.63145
IFNA5,-3.4291866
HIST1H1A,-3.4496315
TCF24,-3.4342651
RYBP,-2.8077621
HIST1H2BK,-3.463724
RPS6KA3,-4.9483867
HIST1H1E,-3.4717615
MYH2,-8.441743
TOMM7,-3.30443
TMEM14C,-3.6802597
RIPPLY1,-3.4672155
SMIM15,-3.7700381
TPBGL,-3.5010715
BDKRB2,-4.0987115
NRSN2,-3.6060178
IFITM1,-3.8055594
ARF1,-3.5300555
MSH2,-3.8784947
SCNN1D,-4.5845227
RAC3,-4.424944
RPS12,-2.8575275
SMIM22,-3.5924308
NBPF20,-2.6632514
ZNF71,-4.237134
EFCAB9,-3.5110762
C2orf72,-3.69288
PTMS,-3.1022184
ZNF580,-3.5991397
ARF3,-4.0932436
MLANA,-3.7712529
LLPH,-4.0872297
LSM10,-3.8272607
GSTA2,-3.52034
C3orf56,-3.530695
BST2,-4.2992015
WASHC3,-3.8728728
GATC,-3.725614
TGFBR3L,-3.8814826
VIP,-3.6131473
UBA6,-5.350307
NUDCD2,-3.880878
FCER1G,-1.7549179
YWHAZ,-3.4910932
MKX,-2.0822535
BPIFA1,-3.5458903
IL3,-3.5471206
VPREB3,-3.6230264
ABCC5,-8.778028
MDFI,-3.925939
CA3,-4.754327
CD59,-3.509035
C4orf19,-4.1352544
CARHSP1,-3.631085
CDH13,-5.086339
CORO2B,-2.699158
NDUFB6,-3.6638825
UMODL1,-5.9931583
MRPS28,-4.0598054
HHAT,-5.2131104
SPP2,-3.5759728
ASB17,-1.067205
PLA2G16,-3.6023564
SLC6A13,-4.363014
PCDHA8,-3.4485745
TMEM179,-3.735133
ZNF781,-4.2405987
C11orf24,-4.1754527
GALNT18,-5.134794
GADD45G,-3.0961452
TLR3,-5.0938234
IL27,-3.645193
ISL2,-3.7311099
ARHGAP18,-5.3675675
NCKAP1L,-6.4056573
GLYAT,-3.610499
CST2,-3.6107483
GHRL,-3.627441
ZDHHC2,-5.285306
PTPRE,-5.2893896
SNAPC4,-5.7238894
KRTAP10-6,-3.6134722
PRR32,-3.614024
TMEM39B,-4.9340425
LYPD4,-3.6313348
TMEM249,-4.0374503
FPR3,-3.6411483
DCDC2B,-4.4563966
EBF1,1.4231882
MADCAM1,-3.670341
AMPD1,-5.9649696
DOT1L,-5.185421
RNF151,-1.1409805
PRDX6,-3.8869126
AIF1L,-3.6425328
IL20,-3.638801
LSM3,-3.7620294
MORN4,-3.8277411
FAM168B,-3.6380484
GLTP,-3.5351522
LDLRAD2,-3.797875
C6orf47,-4.728699
SCARA3,-5.232948
KRIT1,-3.5809336
GPR31,-3.6696322
PABPC1L,-4.569936
GPX4,-3.654258
ABTB1,-5.2657304
SIRPB2,-1.4875102
ITSN1,-8.058579
TCF12,-4.842091
PRKD3,-4.794202
KLC1,-5.19022
TPRX1,-3.6539626
C2orf40,-3.6597831
CHCHD4,-4.3575397
UPP1,-5.6600747
DESI2,-3.6055057
PRR23A,-3.8856578
OLFM3,-5.2722125
NUDT4,-4.1184382
SNX22,-3.9570827
TIFA,-4.1232514
EPHB1,-5.221765
C11orf68,-3.9396
CACNA1D,-12.501684
KIRREL3,-5.71296
PRR30,-3.6708393
ATOH1,-2.9454443
NUAK1,-4.5579987
GVQW3,-3.683151
