,0
SCN2A,-1.4890971
CHD8,27.209396
ADNP,-3.6333463
SHANK3,-4.164011
PTEN,1.6129384
SYNGAP1,-3.8136122
MECP2,-3.7684054
KDM5B,-6.3860335
FOXP1,-3.8583164
ARID1B,-5.1611457
POGZ,-4.1603775
ASH1L,32.54637
KMT5B,-3.4319994
SLC6A1,-2.8110468
GIGYF1,-5.2729583
DYRK1A,-3.7151356
CHD2,3.7948031
ASXL3,10.538507
TAOK1,3.8500772
DNMT3A,-2.7775533
GRIN2B,-2.306624
BRSK2,-3.5844378
KMT2A,-7.07034
NF1,-8.833532
STXBP1,1.7369695
CUL3,-2.967978
MED13L,17.736977
ANK2,-9.4496
MYT1L,-2.826751
RORB,-2.5379426
TBL1XR1,-3.2848482
TBR1,-3.4237297
DYNC1H1,-10.8631115
WAC,1.4454575
PHF21A,-3.2932189
KDM6B,-5.0808916
DDX3X,-2.2183478
CTNNB1,-3.782143
MED13,-5.535389
ANKRD11,-5.123826
CTCF,-3.1494966
RFX3,-3.7919016
ARHGEF9,-0.36585522
SHANK2,-2.0248961
DEAF1,-3.352402
SMARCC2,17.86187
TLK2,-4.4023733
TCF20,-4.2864537
CNOT3,-2.274026
SYNCRIP,2.0737057
SETD5,-6.0898633
NAA15,6.4338865
SCN1A,-8.010272
EHMT1,-5.3338766
TCF4,-3.6666832
SRPRA,-3.4281573
MARK2,-4.1080513
KMT2C,6.5230603
MBD5,-3.673283
NRXN1,-6.9619684
IRF2BPL,-2.9917915
PHIP,-4.4990816
NFE2L3,-2.9597614
SKI,-2.6032495
PSMD12,-3.1864223
KCNB1,-3.7149405
CSDE1,3.4289455
TSC1,-4.8642483
DMWD,0.01183176
CLCN4,-3.5254555
MEIS2,-3.265397
PBX1,0.05450201
HNRNPD,-3.0368032
BCL11A,-2.7499876
TCF7L2,-4.21879
WDFY3,-8.539751
PHF3,-3.5353525
SETBP1,-4.537464
TGM1,-4.765891
EBF3,-1.9805886
PPP2R5D,-3.717863
TAF4,-3.4166584
KCNQ2,-2.2462327
CAPRIN1,-3.2285044
DSCAM,-6.1259646
GABBR2,-3.8062985
PRKG2,-3.589069
UBN2,-3.265036
MEF2C,-3.4488823
TRIP12,0.59132385
EP300,14.8066845
NR3C2,-2.7982378
ARHGEF18,-4.117198
TNPO3,-4.6340523
SMAD6,-3.2422338
AMOT,-3.7829714
AUTS2,-3.4962125
NCKAP1,-4.0851455
DLG4,-1.6760571
ECPAS,-6.683117
PRKAR1B,-3.754821
FUBP3,-3.3113828
GRIA2,9.125847
CCDC40,-2.0025373
GABRA1,-1.9894134
TSC2,-7.941633
C1orf185,-2.4506876
METTL23,-2.5227556
HNRNPUL2,-3.9409926
PAX5,-1.849127
ATF4,-2.3048024
RERE,-3.0814798
DHFR2,-2.6264307
TMC4,-3.5703702
FXYD5,-2.6423044
EBAG9,-2.4798877
ITGB5,-4.891345
INTS2,-4.0985746
RAI1,-0.73152685
FOXG1,-3.6169636
PLEKHG6,-4.2483177
MAVS,-2.6412117
C1QC,-2.8735826
TMEM116,-2.8561995
SIN3A,-1.9468908
ANP32A,-2.5794597
PRR14L,-4.1379766
CSNK2B,-2.7906349
PMM2,-3.2257962
PFN2,-2.7749965
LMTK3,-4.8701553
SPRY2,-2.8197389
CMPK2,-1.7384937
IQSEC2,-0.054612637
RIPK1,-1.2700105
