,0
SCN2A,-8.534463
CHD8,6.8855696
ADNP,-5.171801
SHANK3,-6.158849
PTEN,-4.363953
SYNGAP1,-4.391217
MECP2,-2.6401157
KDM5B,-3.9928296
FOXP1,-5.5404725
ARID1B,-4.090152
POGZ,-3.8050568
ASH1L,11.211037
KMT5B,-3.656663
SLC6A1,-5.5315623
GIGYF1,-6.0595827
DYRK1A,-5.484452
CHD2,30.652569
ASXL3,4.1140757
TAOK1,-6.711072
DNMT3A,-7.2301636
GRIN2B,-7.113115
BRSK2,-5.309945
KMT2A,-8.491862
NF1,-10.228991
STXBP1,-5.926278
CUL3,-4.568533
MED13L,6.977455
ANK2,-8.5321
MYT1L,-5.5135818
RORB,-5.639743
TBL1XR1,-4.817187
TBR1,-6.7105727
DYNC1H1,-15.258655
WAC,-2.252996
PHF21A,-4.8894806
KDM6B,-4.982997
DDX3X,-4.9395733
CTNNB1,-4.211342
MED13,-7.5218635
ANKRD11,-3.593988
CTCF,-4.5275936
RFX3,-5.4474216
ARHGEF9,-5.2185946
SHANK2,-5.5619836
DEAF1,-5.1363297
SMARCC2,-0.21742868
TLK2,-6.263629
TCF20,-6.1108694
CNOT3,-5.505978
SYNCRIP,-1.0022345
SETD5,-8.171826
NAA15,-0.5298085
SCN1A,-6.872864
EHMT1,-7.136997
TCF4,-5.1812806
SRPRA,-4.03179
MARK2,-6.1509986
KMT2C,47.6695
MBD5,-5.6366982
NRXN1,-7.6992817
IRF2BPL,-4.2188544
PHIP,-7.60538
NFE2L3,-4.845471
SKI,-6.9951086
PSMD12,-5.14427
KCNB1,-6.9275293
CSDE1,6.644814
TSC1,-6.7932663
DMWD,-4.9367914
CLCN4,-3.7877343
MEIS2,-5.075687
PBX1,-4.275814
HNRNPD,-2.4381604
BCL11A,-4.1094885
TCF7L2,-6.266857
WDFY3,-11.196997
PHF3,-6.7061357
SETBP1,-6.369663
TGM1,-3.6341813
EBF3,-4.283143
PPP2R5D,-5.6170015
TAF4,-4.0178266
KCNQ2,-8.347696
CAPRIN1,-4.842771
DSCAM,-8.437879
GABBR2,-6.6300735
PRKG2,-5.5766068
UBN2,-4.721273
MEF2C,-5.2854247
TRIP12,0.61219835
EP300,24.925919
NR3C2,-7.0298157
ARHGEF18,-6.1379395
TNPO3,-6.59949
SMAD6,-6.511044
AMOT,-5.755078
AUTS2,-5.014711
NCKAP1,-5.6968846
DLG4,3.5421596
ECPAS,-8.009266
PRKAR1B,-5.5832148
FUBP3,-5.0662665
GRIA2,0.48654985
CCDC40,-6.0579576
GABRA1,-4.6674647
TSC2,-8.336967
C1orf185,-4.280255
METTL23,-4.430881
HNRNPUL2,-5.663397
PAX5,-2.8190727
