,0,1
SCN2A,-0.12690915,-2.1270678
CHD8,-0.08830308,-2.4708073
ADNP,-0.097950555,-2.371868
SHANK3,-0.07093792,-2.6812088
PTEN,-0.11005765,-2.2612748
SYNGAP1,-0.06117289,-2.8244822
MECP2,-0.07208625,-2.665718
KDM5B,-0.10207774,-2.3326252
FOXP1,-0.09178972,-2.4337986
ARID1B,-0.09703692,-2.3807902
POGZ,-0.09368514,-2.4142926
ASH1L,-0.08991707,-2.4534898
KMT5B,-0.105632074,-2.3001447
SLC6A1,-0.087583624,-2.478633
GIGYF1,-0.08453599,-2.5125484
DYRK1A,-0.081332564,-2.5495992
CHD2,-0.0864956,-2.490598
ASXL3,-0.11677927,-2.2052917
TAOK1,-0.093670815,-2.4144382
DNMT3A,-0.08488911,-2.5085533
GRIN2B,-0.07059984,-2.68582
BRSK2,-0.08384101,-2.5204604
KMT2A,-0.11000533,-2.2617247
NF1,-0.081170015,-2.5515203
STXBP1,-0.094755836,-2.4034555
CUL3,-0.085466705,-2.5020578
MED13L,-0.08577944,-2.4985585
ANK2,-0.11343076,-2.2327425
MYT1L,-0.11083934,-2.254581
RORB,-0.07109471,-2.6790786
TBL1XR1,-0.08614153,-2.4945254
TBR1,-0.06380203,-2.783702
DYNC1H1,-0.101901405,-2.334267
WAC,-0.09904854,-2.361261
PHF21A,-0.07980481,-2.5678086
KDM6B,-0.08698376,-2.4852104
DDX3X,-0.088251345,-2.4713678
CTNNB1,-0.091313265,-2.4387686
MED13,-0.09339452,-2.4172559
ANKRD11,-0.09958834,-2.3560913
CTCF,-0.09548564,-2.3961418
RFX3,-0.08427633,-2.5154963
ARHGEF9,-0.080370165,-2.5610287
SHANK2,-0.10086281,-2.3440015
DEAF1,-0.07004938,-2.693375
SMARCC2,-0.09668872,-2.384214
TLK2,-0.076251976,-2.6115952
TCF20,-0.09708398,-2.3803287
CNOT3,-0.06758851,-2.727921
SYNCRIP,-0.1073036,-2.285265
SETD5,-0.082431376,-2.5367217
NAA15,-0.08694179,-2.4856725
SCN1A,-0.08402078,-2.518408
EHMT1,-0.10352812,-2.3192291
