,0,1
SCN2A,-0.10482226,-2.3074424
CHD8,-0.05314674,-2.9611533
ADNP,-0.06670267,-2.7406766
SHANK3,-0.038257714,-3.282477
PTEN,-0.098812394,-2.3635314
SYNGAP1,-0.028863069,-3.5595908
MECP2,-0.037939157,-3.2906814
KDM5B,-0.07773564,-2.593058
FOXP1,-0.06635055,-2.7457952
ARID1B,-0.06722131,-2.733187
POGZ,-0.06470832,-2.7700453
ASH1L,-0.06139041,-2.8210397
KMT5B,-0.07595005,-2.6154144
SLC6A1,-0.06586985,-2.7528288
GIGYF1,-0.05029341,-3.0149217
DYRK1A,-0.043568652,-3.155123
CHD2,-0.061071403,-2.826092
ASXL3,-0.07942281,-2.5724187
TAOK1,-0.06464921,-2.77093
DNMT3A,-0.04807858,-3.0588603
GRIN2B,-0.03323396,-3.4207547
BRSK2,-0.046580378,-3.089776
KMT2A,-0.09074046,-2.4447796
NF1,-0.049450092,-3.0314152
STXBP1,-0.058219593,-2.8725026
CUL3,-0.053963453,-2.946308
MED13L,-0.048728127,-3.0457647
ANK2,-0.104024686,-2.314689
MYT1L,-0.08139092,-2.5489116
RORB,-0.029823545,-3.5273316
TBL1XR1,-0.056697093,-2.8982465
TBR1,-0.03072542,-3.4979904
DYNC1H1,-0.08051569,-2.5592904
WAC,-0.06628183,-2.746798
PHF21A,-0.04628199,-3.0960546
KDM6B,-0.049985696,-3.0209062
DDX3X,-0.056562707,-2.9005544
CTNNB1,-0.058332168,-2.8706267
MED13,-0.06767596,-2.726671
ANKRD11,-0.07388451,-2.6419675
CTCF,-0.07231815,-2.662621
RFX3,-0.05178652,-2.9864063
ARHGEF9,-0.039430074,-3.2528756
SHANK2,-0.06740543,-2.7305424
DEAF1,-0.038649686,-3.2724798
SMARCC2,-0.067709945,-2.7261858
TLK2,-0.041407265,-3.2049325
TCF20,-0.054628264,-2.9343944
CNOT3,-0.028671486,-3.5661547
SYNCRIP,-0.08957009,-2.4571848
SETD5,-0.04854997,-3.049339
NAA15,-0.0480445,-3.0595534
SCN1A,-0.05002028,-3.0202317
EHMT1,-0.046698477,-3.087303
TCF4,-0.06779361,-2.724992
SRPRA,-0.034840703,-3.3743382
MARK2,-0.027746888,-3.5984743
KMT2C,-0.09043002,-2.4480531
MBD5,-0.033651765,-3.4084673
NRXN1,-0.07656606,-2.6076405
IRF2BPL,-0.08079513,-2.5559647
PHIP,-0.08319557,-2.5278702
NFE2L3,-0.031556252,-3.47172
SKI,-0.039851714,-3.2424498
PSMD12,-0.029875265,-3.5256233
KCNB1,-0.029528335,-3.5371325
CSDE1,-0.079446375,-2.5721328
TSC1,-0.04584381,-3.1053483
DMWD,-0.032258168,-3.4500685
CLCN4,-0.053208683,-2.96002
MEIS2,-0.039682735,-3.2466161
PBX1,-0.10265636,-2.3272574
HNRNPD,-0.054742597,-2.9323595
BCL11A,-0.07453079,-2.633577
TCF7L2,-0.041861456,-3.1942487
WDFY3,-0.06489882,-2.7672002
PHF3,-0.041428994,-3.204416
SETBP1,-0.04916289,-3.037098
TGM1,-0.030446548,-3.506968
EBF3,-0.12005412,-2.1792388
PPP2R5D,-0.031468235,-3.4744706
TAF4,-0.037814967,-3.2938974
KCNQ2,-0.033005845,-3.427529
CAPRIN1,-0.053796165,-2.94933
DSCAM,-0.03819564,-3.2840705
GABBR2,-0.049337197,-3.033643
PRKG2,-0.03269946,-3.4367008
UBN2,-0.064147,-2.7784803
MEF2C,-0.043738462,-3.1513157
TRIP12,-0.05070143,-3.0070455
EP300,-0.054787625,-2.9315598
NR3C2,-0.030721372,-3.4981196
ARHGEF18,-0.032833166,-3.4326859
TNPO3,-0.03896423,-3.2645292
SMAD6,-0.029903496,-3.5246956
AMOT,-0.032801904,-3.4336236
AUTS2,-0.076584175,-2.607412
NCKAP1,-0.068165936,-2.7197
DLG4,-0.088955596,-2.4637663
ECPAS,-0.033287693,-3.4191644
PRKAR1B,-0.04007197,-3.2370474
FUBP3,-0.039472476,-3.2518222
GRIA2,-0.09902468,-2.3614898
CCDC40,-0.027030775,-3.6242623
GABRA1,-0.044164106,-3.1418447
TSC2,-0.04293425,-3.1694744
C1orf185,-0.034308787,-3.3894603
METTL23,-0.03023688,-3.5137722
HNRNPUL2,-0.054349657,-2.9393694
PAX5,-0.07748381,-2.5961776
ATF4,-0.061254296,-2.8231914
RERE,-0.0560154,-2.9100063
DHFR2,-0.02890175,-3.5582702
TMC4,-0.03200374,-3.4578612
FXYD5,-0.029955328,-3.5229893
EBAG9,-0.036504406,-3.3285196
ITGB5,-0.029399276,-3.5414486
INTS2,-0.043355443,-3.1599236
RAI1,-0.06090698,-2.8287072
FOXG1,-0.03232719,-3.447968
PLEKHG6,-0.032870427,-3.4315712
MAVS,-0.042485114,-3.1797688
C1QC,-0.030709004,-3.4985156
TMEM116,-0.027225686,-3.6171744
SIN3A,-0.034850717,-3.3740559
ANP32A,-0.048911817,-3.042092
PRR14L,-0.047647215,-3.0676606
CSNK2B,-0.030648887,-3.500445
PMM2,-0.027373701,-3.6118283
PFN2,-0.045125276,-3.1207912
LMTK3,-0.029877694,-3.5255446
SPRY2,-0.04330647,-3.1610289
CMPK2,-0.03054067,-3.503926
IQSEC2,-0.028341752,-3.5775585
RIPK1,-0.030933365,-3.4913473
TPK1,-0.031615738,-3.4698658
CASZ1,-0.033451416,-3.4143407
ZBTB45,-0.027155036,-3.6197405
NUDT17,-0.033326782,-3.418011
FANCE,-0.03197603,-3.4587147
ZNF396,-0.03105148,-3.4875934
NR4A2,-0.15884152,-1.9182183
TBCEL,-0.030569576,-3.502996
ADAM21,-0.034072623,-3.3962476
TCF3,-0.039020408,-3.2631166
AAAS,-0.035090037,-3.367333
CELF6,-0.0354668,-3.3568385
INSC,-0.033218045,-3.4212263
ZMYND8,-0.06324726,-2.79216
CLTC,-0.066969275,-2.7368188
TCHHL1,-0.034292314,-3.3899302
CTDSPL2,-0.03877251,-3.2693686
ZNF292,-0.102836214,-2.325595
KCNQ3,-0.03663623,-3.32498
RALGAPB,-0.036482107,-3.32912
SRCAP,-0.03707984,-3.3131652
RAB11FIP4,-0.049724735,-3.0260112
ZNF865,-0.03704894,-3.3139813
CASKIN1,-0.0413145,-3.2071285
RANBP17,-0.026341783,-3.6497421
FBN1,-0.02947868,-3.5387905
ACTB,-0.08354356,-2.5238683
CNNM2,-0.034290586,-3.3899815
TSHZ1,-0.036533598,-3.3277335
UPF3B,-0.04797371,-3.0609927
PHF2,-0.0405879,-3.2245097
FMR1,-0.041507795,-3.202557
MIB1,-0.0633012,-2.7913342
FADS1,-0.047151636,-3.0778704
FRMD7,-0.034298535,-3.3897543
LDB1,-0.038112562,-3.2862067
PCDH19,-0.03983052,-3.2429721
EIF3G,-0.030518586,-3.5046406
MYO1E,-0.030094957,-3.518409
ZFAND5,-0.06293008,-2.7970304
CFAP410,-0.029500093,-3.538076
BICRA,-0.038564008,-3.274656
MYBL2,-0.034129307,-3.394615
KIAA1958,-0.03245991,-3.4439344
GABRG2,-0.051936828,-2.9835837
SKIDA1,-0.036104463,-3.3393366
PSMA3,-0.03818233,-3.2844124
TTC37,-0.055447716,-2.9199102
PCYT1A,-0.030614203,-3.5015607
AP1G1,-0.0445418,-3.133515
FEZF2,-0.034173544,-3.3933406
FGF19,-0.033655107,-3.4083707
MSL3,-0.040872194,-3.2176707
SON,-0.0799371,-2.5662174
DNAJC5,-0.04332816,-3.1605382
FBXO22,-0.037191145,-3.3102233
TNFRSF8,-0.03371677,-3.406571
HDAC11,-0.029718941,-3.5307913
SSR2,-0.04272547,-3.1742468
ACTG1,-0.090013385,-2.4524655
PNN,-0.05740016,-2.88627
RUNX1T1,-0.13590236,-2.063
APBB1,-0.04256269,-3.1779826
CERS4,-0.03051685,-3.5046945
CELF4,-0.15017913,-1.9700763
ZBTB14,-0.032327306,-3.447964
ATAT1,-0.029293122,-3.5450134
RBBP5,-0.03149723,-3.4735613
G3BP1,-0.038495872,-3.27639
WNT7B,-0.033669747,-3.4079435
BDP1,-0.07883654,-2.5795374
RNF217,-0.0297444,-3.529948
CBX4,-0.07053685,-2.6866815
NME8,-0.034308787,-3.3894603
DCUN1D3,-0.029258855,-3.546167
ENC1,-0.09911321,-2.3606393
UBB,-0.07574783,-2.6179807
NEO1,-0.054379124,-2.938841
SLC4A10,-0.047135603,-3.078202
BRF2,-0.031380553,-3.4772153
PSMD11,-0.04338889,-3.1591678
NR2F1,-0.06787949,-2.7237694
CASK,-0.067909,-2.7233481
SARM1,-0.031211639,-3.482529
TPST2,-0.02950727,-3.5378366
FPGS,-0.030974396,-3.490041
QRICH1,-0.037911955,-3.2913835
LRP10,-0.028494816,-3.5722475
CD101,-0.032230582,-3.4509113
INTS7,-0.03486154,-3.3737507
SMAD4,-0.055171594,-2.924766
STARD10,-0.029711768,-3.5310311
CNTNAP3,-0.032406133,-3.4455664
DHX37,-0.027335076,-3.6132207
GABRB3,-0.073524274,-2.6466758
NDNF,-0.03148533,-3.4739344
FARP2,-0.026600327,-3.640101
SLF1,-0.031913105,-3.460653
HDAC4,-0.04813732,-3.0576699
CNGB3,-0.03396362,-3.3994002
PCDHGA8,-0.03410442,-3.3953333
TSPAN4,-0.031144505,-3.4846501
FUK,-0.034308787,-3.3894603
SULT1A1,-0.027978176,-3.5902872
NTS,-0.030365022,-3.5096083
MAN1A1,-0.029645804,-3.5332224
FAM57B,-0.034308787,-3.3894603
RFX8,-0.03205142,-3.456395
NACC1,-0.028286824,-3.57947
ZSWIM4,-0.039272714,-3.2567968
PPCS,-0.029053917,-3.5530956
SUSD4,-0.028804809,-3.561582
TMEM165,-0.039930407,-3.2405164
RIMBP2,-0.044102967,-3.1431997
PSMD6,-0.0345738,-3.3818977
