,0
SCN2A,-8.673912
CHD8,26.22821
ADNP,-2.3707044
SHANK3,-5.1092086
PTEN,12.567376
SYNGAP1,-6.0797167
MECP2,-4.6554694
KDM5B,-5.433234
FOXP1,-4.7211566
ARID1B,-4.909737
POGZ,-5.0629106
ASH1L,23.01522
KMT5B,-4.1880007
SLC6A1,-4.8055134
GIGYF1,-6.3254027
DYRK1A,-4.601925
CHD2,4.687386
ASXL3,7.3542037
TAOK1,6.331044
DNMT3A,-5.09405
GRIN2B,-6.0259295
BRSK2,-4.482371
KMT2A,-11.705606
NF1,-8.2077055
STXBP1,-3.9302428
CUL3,-5.0241766
MED13L,4.63483
ANK2,-7.53331
MYT1L,-3.5862103
RORB,-4.6721616
TBL1XR1,-4.095553
TBR1,-5.6949844
DYNC1H1,-9.7456
WAC,0.85060596
PHF21A,-4.122016
KDM6B,-6.1199994
DDX3X,-2.9612875
CTNNB1,-3.4223347
MED13,-5.7675014
ANKRD11,-6.078684
CTCF,-3.8831487
RFX3,-4.6363955
ARHGEF9,-4.405939
SHANK2,-4.797502
DEAF1,-2.1676347
SMARCC2,11.410549
TLK2,-5.3290067
TCF20,-5.1998835
CNOT3,-4.4552693
SYNCRIP,3.728425
SETD5,-4.5166764
NAA15,0.7500353
SCN1A,-2.2543797
EHMT1,-6.2772493
TCF4,-4.484765
SRPRA,-4.3525887
MARK2,-5.1008015
KMT2C,41.110973
MBD5,-4.5986595
NRXN1,-6.8837004
IRF2BPL,-3.629431
PHIP,-6.682191
NFE2L3,-3.8742669
SKI,-4.8931923
PSMD12,-4.105043
KCNB1,-2.6180263
CSDE1,4.0783243
TSC1,-4.646034
DMWD,-4.011916
CLCN4,-2.9966538
MEIS2,-4.1475697
PBX1,1.3390174
HNRNPD,-3.8369913
BCL11A,-3.4605246
TCF7L2,-6.4544187
WDFY3,-11.171347
PHF3,-5.68107
SETBP1,-4.2730026
TGM1,-5.892398
EBF3,-3.7936358
PPP2R5D,-4.6703396
TAF4,-4.3071837
KCNQ2,-6.145819
CAPRIN1,-4.0456657
DSCAM,-4.620416
GABBR2,-4.6630707
PRKG2,-4.5524564
UBN2,-3.9945917
MEF2C,-4.3769135
TRIP12,5.6907196
EP300,11.533395
NR3C2,-5.922532
ARHGEF18,-5.0894413
TNPO3,-5.641262
SMAD6,-5.4735923
AMOT,-4.7215047
AUTS2,-4.2571115
NCKAP1,-4.936477
DLG4,6.7997866
ECPAS,-7.957041
PRKAR1B,-4.7052236
FUBP3,-4.1535683
GRIA2,1.8543591
CCDC40,-4.974902
