,0
SCN2A,-7.245425
CHD8,33.393406
ADNP,-2.6049452
SHANK3,-5.63247
PTEN,3.574234
SYNGAP1,-6.830827
MECP2,-2.11009
KDM5B,-8.046804
FOXP1,-3.696733
ARID1B,-6.6703315
POGZ,-5.4018617
ASH1L,3.3982153
KMT5B,-2.2462685
SLC6A1,-5.097576
GIGYF1,-4.7431545
DYRK1A,-5.072708
CHD2,25.838501
ASXL3,-0.76644564
TAOK1,15.7958355
DNMT3A,-5.6037235
GRIN2B,-3.8405778
BRSK2,-4.949636
KMT2A,-9.256966
NF1,-10.005024
STXBP1,-5.632859
CUL3,-5.392605
MED13L,17.967596
ANK2,-7.4216967
MYT1L,-2.1171386
RORB,-5.3726525
TBL1XR1,-4.3735466
TBR1,-3.553079
DYNC1H1,-13.014783
WAC,0.8543625
PHF21A,-4.50954
KDM6B,-6.7629485
DDX3X,-4.4845104
CTNNB1,-3.6691236
MED13,-6.256359
ANKRD11,-1.9753845
CTCF,-4.0399575
RFX3,-5.0498996
ARHGEF9,-3.6226153
SHANK2,-3.9668481
DEAF1,-4.685805
SMARCC2,8.73757
TLK2,-5.8594146
TCF20,-3.5692384
CNOT3,-2.8994374
SYNCRIP,1.0304093
SETD5,-7.9490104
NAA15,0.5520611
SCN1A,-8.946389
EHMT1,-5.9331694
TCF4,-4.791082
SRPRA,-3.5619197
MARK2,-5.775729
KMT2C,46.445698
MBD5,-5.304959
NRXN1,-7.490633
IRF2BPL,-1.5735834
PHIP,-7.0726566
NFE2L3,-4.468844
SKI,-3.9953077
PSMD12,-2.5374439
KCNB1,-6.693956
CSDE1,4.314254
TSC1,-6.504275
DMWD,-4.482806
CLCN4,-5.018383
MEIS2,-4.779543
PBX1,-0.34498596
HNRNPD,-4.090954
BCL11A,-3.7807386
TCF7L2,-7.1290054
WDFY3,-12.247267
PHF3,-5.014815
SETBP1,-2.5916045
TGM1,-6.5841427
EBF3,-3.9207075
PPP2R5D,-5.257541
TAF4,-4.7894363
KCNQ2,-8.119518
CAPRIN1,-4.482729
DSCAM,-6.133154
GABBR2,-5.2282386
PRKG2,-5.257702
UBN2,-4.4026794
MEF2C,-4.842049
TRIP12,16.033604
EP300,8.888727
NR3C2,-6.58149
ARHGEF18,-5.716839
TNPO3,-2.8920653
SMAD6,-4.7310734
AMOT,-5.3845444
AUTS2,-4.51658
NCKAP1,-5.2259235
DLG4,5.5239387
ECPAS,-7.621537
PRKAR1B,-5.226777
FUBP3,-4.6143055
GRIA2,5.520903
CCDC40,-5.7660117
GABRA1,-4.6078744
TSC2,-9.033387
C1orf185,-3.6638744
METTL23,-3.8756497
HNRNPUL2,-5.197687
PAX5,-4.186975
ATF4,-3.1270816
RERE,-6.630402
DHFR2,-3.994324
TMC4,-3.7792883
FXYD5,-3.9114587
EBAG9,-3.8625774
ITGB5,-6.6911907
INTS2,-5.6827826
RAI1,-5.307162
FOXG1,-5.241064
PLEKHG6,-5.9540243
MAVS,-3.776944
C1QC,-4.2062235
TMEM116,-4.215271
SIN3A,-6.5063553
ANP32A,4.9412847
PRR14L,-5.625542
CSNK2B,-4.258354
PMM2,-4.8002105
PFN2,-3.8790472
LMTK3,-3.2211635
SPRY2,-3.8713393
CMPK2,-4.33973
IQSEC2,-6.224865
RIPK1,-4.804987
TPK1,-4.19389
CASZ1,-6.454529
ZBTB45,-4.4777718
NUDT17,-4.214701
FANCE,-4.1862707
ZNF396,-4.3143835
NR4A2,6.892735
TBCEL,-4.412079
ADAM21,-2.1146464
TCF3,-4.103229
AAAS,-4.2850113
CELF6,-4.2625284
INSC,-4.365205
ZMYND8,-3.8363402
CLTC,-3.6559312
TCHHL1,-4.3213344
CTDSPL2,-4.2831225
ZNF292,9.829048
KCNQ3,-5.6015463
RALGAPB,-4.5246406
SRCAP,-10.544435
RAB11FIP4,-1.888494
ZNF865,-2.1868434
CASKIN1,-6.1827736
RANBP17,-4.684828
FBN1,-10.464735
ACTB,-4.764167
CNNM2,-3.547113
TSHZ1,-2.276753
UPF3B,-4.1807837
PHF2,-5.5713162
FMR1,-4.3448534
MIB1,5.842716
FADS1,-4.310435
FRMD7,-4.7049837
LDB1,-4.6312704
PCDH19,-4.406602
EIF3G,-3.9882789
MYO1E,-7.93042
ZFAND5,-1.0437877
CFAP410,-4.0972476
BICRA,-4.4329925
MYBL2,-2.490825
KIAA1958,-2.4897883
GABRG2,-4.717703
SKIDA1,-4.7005005
PSMA3,-3.780582
TTC37,-5.0075774
PCYT1A,-4.956787
AP1G1,-5.678293
FEZF2,-4.019758
FGF19,-4.0081587
MSL3,-3.7795818
SON,1.2116866
DNAJC5,-3.7836185
FBXO22,-3.9014494
TNFRSF8,-4.7783074
HDAC11,-2.8743286
SSR2,-3.81522
ACTG1,3.02325
PNN,-4.2475133
RUNX1T1,-1.253437
APBB1,-4.577735
CERS4,-3.6143932
CELF4,-1.1912012
ZBTB14,-4.151349
ATAT1,-5.0148993
RBBP5,-4.964555
G3BP1,-4.720116
WNT7B,-5.4818907
BDP1,-6.01565
RNF217,-4.962542
CBX4,9.151806
NME8,-4.8240213
DCUN1D3,-4.281216
ENC1,-0.5312729
UBB,-3.3545096
NEO1,-4.368398
SLC4A10,1.2474961
BRF2,-4.9683995
PSMD11,-4.574141
NR2F1,-3.5470679
CASK,3.177061
SARM1,-4.2652683
TPST2,-4.322352
FPGS,-5.103485
QRICH1,-2.6755629
LRP10,-5.677424
CD101,-5.019792
INTS7,-0.15262938
SMAD4,-5.1045628
STARD10,-2.1782007
CNTNAP3,-3.7648103
DHX37,-6.5032787
GABRB3,-4.7757263
NDNF,-4.3065033
FARP2,-6.5547056
SLF1,-2.8720376
HDAC4,-6.050764
CNGB3,-5.5700784
PCDHGA8,-3.8872824
TSPAN4,-4.406765
FUK,-6.3707743
SULT1A1,-4.5073695
NTS,-3.8378003
MAN1A1,-5.4274507
FAM57B,-4.3202014
RFX8,-4.370281
NACC1,-4.498174
ZSWIM4,-3.6836157
PPCS,-4.498265
SUSD4,-4.4735637
TMEM165,-4.295435
RIMBP2,-4.8944354
PSMD6,-4.296095
ITPKA,-4.4271235
MSL2,-3.922485
RNF146,-4.0209994
NSD2,-5.9802823
SOX11,-3.997576
SLC34A1,-5.0452724
ADPGK,-4.474169
TCERG1,-3.7236226
ZBTB18,-4.376156
TAF6,-5.3357434
BCL11B,-3.8887851
PPM1M,-4.5738597
PUF60,-4.5229907
CUX2,-5.0738993
GPC5,-4.5124187
SERPINI1,-4.511991
SATB2,-5.046559
CRISPLD1,-5.2047453
ZMYM2,16.382908
DBF4,-3.0669422
ZMYND11,-4.665938
TNFAIP8L3,-3.9658313
PCDHGA12,-5.357564
ARHGEF2,-5.1713805
CFAP70,-5.9074645
HPS6,-5.4262867
JARID2,-4.4158955
SNCA,-3.5570226
KDM6A,-6.598676
ASB14,-4.5757785
CALU,-4.271772
HNRNPL,-1.8918178
KLHL25,-0.02902317
AHDC1,-4.96825
CTR9,-6.2164087
B9D1,-4.7055006
SPAST,0.9836812
EIF4G2,-4.8909926
LRRFIP1,-3.8211277
TUBB2A,0.55281734
GGNBP2,-5.0369353
ARHGAP44,-5.4857955
CARD14,-3.1960323
CIC,-5.2547736
DIP2C,-2.744082
RIPOR3,-4.2396708
CCNT2,-4.0319176
ZC3H14,-5.29876
PER2,-5.411687
DCAF7,-3.9172688
MAP2K7,-4.643187
AMOTL1,-5.160444
HBD,-2.620284
PSMC5,-4.907028
FOXP2,-4.8874846
DACT1,-4.362802
PAPOLG,-2.8714075
FBXW5,-4.696044
POTEH,-3.3750606
CTB-186H2.3,-3.3740451
FLJ00273,-3.3755112
CD93,-4.5389752
MFHAS1,-5.3403015
BTRC,-3.9681094
FBH1,-5.885635
ANO9,-5.521644
SETD1A,-8.427991
WNT9B,-4.692752
LRRC4,-4.594367
NPIPB5,-3.512219
ZNF462,-6.8973174
ZMAT5,-4.2197785
TLE3,-4.9317913
CYP17A1,-4.669449
EFR3A,-5.4353037
ULK1,-2.6411943
S100G,-3.4351406
TRERF1,-5.2632656
IFRD2,-3.564928
EIF2A,-4.6884336
MOB4,-3.1588604
ANKS4B,-4.0767775
FAM72A,-3.5980418
PARN,-4.747066
GSTM1,-3.5023494
DNTT,-4.683666
SNTA1,-3.583768
KRTAP2-2,-3.4480886
HECTD4,-10.877239
DEFB128,-3.4571657
TGM6,-5.738609
NBPF12,-3.563
KLHDC10,-3.7071214
HTN1,-3.462206
SLC28A1,-4.699152
KATNAL2,-4.517041
ING1,-4.6257715
MGRN1,-1.3136764
SLC25A46,-4.7382317
CHN2,-4.604574
C19orf33,-3.476917
WWC2,-5.5979066
TOP3B,-4.2541137
PRR12,-5.367341
TTC12,-4.905732
KCNT1,-7.1038136
MCPH1,-4.926569
GSS,-5.607434
MOGS,-3.6633446
PRAMEF10,-3.4945362
HMGN2,-0.67852116
KRTAP5-2,-3.4690607
EIF2AK1,-4.706014
PPP1R17,-3.4130323
ERI1,-4.314643
NRG4,-3.566431
EMSY,-5.38744
TCEAL1,-3.596162
MBNL1,-2.4938657
KIAA0232,-0.11264038
DUS1L,-4.8523827
TMEM140,-3.5752692
GRIN1,-3.9506047
SLC16A1,-2.5863779
IFNA5,-3.5298846
HIST1H1A,-3.549116
TCF24,-3.5352252
RYBP,-2.6239154
HIST1H2BK,-3.56309
RPS6KA3,-4.8614435
HIST1H1E,-3.5711932
MYH2,-8.784473
TOMM7,-3.1972587
TMEM14C,-3.4521098
RIPPLY1,-3.5693893
SMIM15,-2.0962796
TPBGL,-3.5861306
BDKRB2,-4.1967225
NRSN2,-1.4809337
IFITM1,-3.6307461
ARF1,-3.4714634
MSH2,-7.165432
SCNN1D,-4.816506
RAC3,-4.38503
RPS12,-0.679832
SMIM22,-3.6243134
NBPF20,-2.6042004
ZNF71,-4.353027
EFCAB9,-3.6153467
C2orf72,-3.4894896
PTMS,-3.0772276
ZNF580,-3.7559376
ARF3,-4.2274723
