,0
SCN2A,-7.8554006
CHD8,25.45967
ADNP,-2.4589083
SHANK3,-5.21581
PTEN,5.4215417
SYNGAP1,-3.3209624
MECP2,-4.7924595
KDM5B,-7.793451
FOXP1,-4.8402863
ARID1B,-6.3287735
POGZ,-3.061076
ASH1L,10.104537
KMT5B,-4.2876997
SLC6A1,-5.019492
GIGYF1,-6.552255
DYRK1A,-4.7058506
CHD2,6.2813196
ASXL3,-0.55962324
TAOK1,1.2891827
DNMT3A,-3.2358701
GRIN2B,-6.2329903
BRSK2,-4.5838666
KMT2A,-6.4888506
NF1,-10.7402
STXBP1,-4.1000137
CUL3,-5.1674256
MED13L,12.920579
ANK2,-9.268968
MYT1L,-4.9527426
RORB,-4.785539
TBL1XR1,-4.1611915
TBR1,-4.6506925
DYNC1H1,-15.92835
WAC,2.1226707
PHF21A,-4.171908
KDM6B,-4.2315702
DDX3X,-4.274871
CTNNB1,-4.7774115
MED13,-8.171076
ANKRD11,-6.233103
CTCF,-3.9521732
RFX3,-4.7433853
ARHGEF9,-2.4041965
SHANK2,-4.9038525
DEAF1,-4.315573
SMARCC2,20.977524
TLK2,-4.193415
TCF20,-4.062443
CNOT3,-4.5258574
SYNCRIP,-1.7359922
SETD5,-4.7289095
NAA15,9.059279
SCN1A,-7.0513573
EHMT1,-2.0923905
TCF4,-4.5672903
SRPRA,-1.4410791
MARK2,-5.2322607
KMT2C,41.171715
MBD5,-4.706078
NRXN1,-8.518149
IRF2BPL,-3.699037
PHIP,-6.872686
NFE2L3,-3.9366562
SKI,-5.138683
PSMD12,-4.1840024
KCNB1,-6.1581793
CSDE1,5.4363017
TSC1,-4.008462
DMWD,-4.076061
CLCN4,0.14838696
MEIS2,-4.2537217
PBX1,6.117673
HNRNPD,-0.5370307
BCL11A,-3.5083745
TCF7L2,-6.754837
WDFY3,-8.292309
PHF3,-3.6929803
SETBP1,-5.6713142
TGM1,-4.824526
EBF3,-3.9032273
PPP2R5D,-4.768896
TAF4,-3.114845
KCNQ2,-6.4429426
CAPRIN1,-1.9950681
DSCAM,-6.323489
GABBR2,-6.1071134
PRKG2,-2.5701911
UBN2,-4.0844088
MEF2C,-4.4700227
TRIP12,21.895931
EP300,13.242434
NR3C2,-6.1207113
ARHGEF18,-5.2316313
TNPO3,-5.7978888
SMAD6,-5.6601496
AMOT,-2.7207446
AUTS2,-4.347794
NCKAP1,-2.985045
DLG4,-1.1487503
ECPAS,-1.5314116
PRKAR1B,-4.8645105
FUBP3,-2.9728181
GRIA2,-2.1000283
CCDC40,-5.0770826
GABRA1,-4.009309
TSC2,-8.6180105
C1orf185,-3.3438213
METTL23,-3.4542644
HNRNPUL2,-4.922688
PAX5,-0.7615459
ATF4,-3.0286717
RERE,-6.289052
DHFR2,-3.5368373
TMC4,-4.683032
FXYD5,-3.5548253
EBAG9,-3.3068805
ITGB5,-6.240461
INTS2,-5.173706
RAI1,-4.786185
FOXG1,-4.799067
PLEKHG6,-2.0910754
MAVS,-3.451827
C1QC,-3.8536882
TMEM116,-3.7926805
SIN3A,-3.8450387
ANP32A,-3.3869972
PRR14L,-0.77417135
CSNK2B,-2.523427
PMM2,-4.2787337
PFN2,-3.6192646
LMTK3,-6.1594133
SPRY2,-3.6762757
CMPK2,-3.8688304
IQSEC2,-5.55129
RIPK1,-0.9531021
TPK1,-3.8859794
CASZ1,-5.793426
ZBTB45,-2.6875758
NUDT17,-3.8105254
FANCE,-3.6981022
ZNF396,-3.858671
NR4A2,0.44073772
TBCEL,-3.9736812
ADAM21,-3.9459715
TCF3,-4.9941254
AAAS,-3.9349906
CELF6,-3.7409968
INSC,-3.9974072
ZMYND8,-4.488153
CLTC,-5.6499457
TCHHL1,-3.9528496
CTDSPL2,-3.8807147
ZNF292,28.28669
KCNQ3,-6.396533
RALGAPB,-6.167955
SRCAP,-8.450681
RAB11FIP4,-1.6873403
ZNF865,-3.9417403
CASKIN1,-0.709836
RANBP17,-5.3650017
FBN1,-8.229696
ACTB,-4.7057047
CNNM2,-4.5882277
TSHZ1,-3.974069
UPF3B,-3.7637908
PHF2,-5.142476
FMR1,-3.9563298
MIB1,5.032987
FADS1,-4.011442
FRMD7,-3.0886128
LDB1,-4.2282467
PCDH19,-5.318858
EIF3G,-3.4906147
MYO1E,-7.471246
ZFAND5,3.4543777
CFAP410,-3.6441534
BICRA,-4.0454345
MYBL2,-4.3124204
KIAA1958,4.6882133
GABRG2,-4.255331
SKIDA1,-4.2487082
PSMA3,-3.462279
TTC37,-5.9560723
PCYT1A,-4.4101844
AP1G1,-5.25691
FEZF2,-3.7538817
FGF19,-3.6500456
MSL3,-3.5233293
SON,15.065466
DNAJC5,-3.458261
