,0
SCN2A,-7.2230034
CHD8,3.4198189
ADNP,-5.254339
SHANK3,-6.1839185
PTEN,1.8297186
SYNGAP1,-7.355607
MECP2,-5.6380773
KDM5B,-7.398301
FOXP1,-4.3220577
ARID1B,-7.1937747
POGZ,-5.9583154
ASH1L,19.559841
KMT5B,-4.9362817
SLC6A1,-5.8055663
GIGYF1,-5.3561125
DYRK1A,-5.5761824
CHD2,10.080311
ASXL3,-1.1267457
TAOK1,-3.4234297
DNMT3A,-7.501912
GRIN2B,-6.0250506
BRSK2,-4.081749
KMT2A,-10.688541
NF1,-9.197934
STXBP1,-1.327322
CUL3,-5.960584
MED13L,14.390372
ANK2,-8.909729
MYT1L,-4.3313932
RORB,-5.792098
TBL1XR1,-2.756383
TBR1,-5.6613765
DYNC1H1,-11.631329
WAC,13.045402
PHF21A,-4.929994
KDM6B,-7.2527175
DDX3X,-5.029403
CTNNB1,-5.571271
MED13,-9.128393
ANKRD11,-7.0730777
CTCF,-4.5698843
RFX3,-5.5287733
ARHGEF9,-5.3381243
SHANK2,-5.6118917
DEAF1,-3.8646522
SMARCC2,-2.8691444
TLK2,-6.3495555
TCF20,-6.163357
CNOT3,-5.5584826
SYNCRIP,1.1092806
SETD5,-5.0173426
NAA15,0.08732557
SCN1A,-12.311537
EHMT1,-5.237324
TCF4,-5.2955003
SRPRA,-5.3627453
MARK2,-6.242385
KMT2C,32.966225
MBD5,-5.6761947
NRXN1,-8.091633
IRF2BPL,-2.9788144
PHIP,-7.721631
NFE2L3,-4.8886604
SKI,-7.329596
PSMD12,-5.186957
KCNB1,-7.217148
CSDE1,-2.982419
TSC1,-7.020216
DMWD,-4.9826508
CLCN4,-3.9713902
MEIS2,-5.1811314
PBX1,-3.052023
HNRNPD,-4.6628757
BCL11A,-4.119078
TCF7L2,-6.5144367
WDFY3,-11.553279
PHF3,-6.7523084
SETBP1,-6.5339737
TGM1,-7.22401
EBF3,-4.3796573
PPP2R5D,-5.7084823
TAF4,-5.281026
KCNQ2,-6.0618224
CAPRIN1,-4.84249
DSCAM,-8.693598
GABBR2,-5.6401033
PRKG2,-5.693109
UBN2,-4.7532024
MEF2C,-5.3756638
TRIP12,19.959671
EP300,24.151424
NR3C2,-5.913575
ARHGEF18,-6.226756
TNPO3,-6.7435837
SMAD6,-6.724083
AMOT,-5.8060794
AUTS2,-5.020961
NCKAP1,-5.799939
DLG4,2.2630315
ECPAS,-2.0534759
PRKAR1B,-4.4475074
FUBP3,-5.115579
GRIA2,8.035023
CCDC40,-3.921662
GABRA1,-4.8346577
TSC2,-12.47533
C1orf185,-4.2927785
METTL23,-4.4342527
HNRNPUL2,-5.75689
PAX5,-4.2377324
ATF4,-3.6569698
RERE,-5.022622
DHFR2,-4.448816
TMC4,-5.7338066
FXYD5,-4.52
EBAG9,-4.144438
ITGB5,-7.3336725
INTS2,-6.1012526
RAI1,-2.070684
FOXG1,-5.8464565
PLEKHG6,-6.5852056
MAVS,-4.238599
C1QC,-4.875548
TMEM116,-4.79332
SIN3A,-7.01949
ANP32A,-1.9612215
PRR14L,-6.0755568
CSNK2B,-4.799673
PMM2,-5.276884
PFN2,-4.3684435
LMTK3,-7.2174644
SPRY2,-4.4949746
CMPK2,-3.529337
IQSEC2,-4.47091
RIPK1,-3.1588812
TPK1,-4.8618255
CASZ1,-5.5121098
ZBTB45,-4.952771
NUDT17,-4.7878666
FANCE,-4.6271386
ZNF396,-4.842453
NR4A2,3.0563393
TBCEL,-4.9442663
ADAM21,-4.94226
TCF3,-3.742095
AAAS,-6.2277474
CELF6,-4.5581026
INSC,-4.9906063
ZMYND8,-5.272682
CLTC,-7.78876
TCHHL1,-4.9561462
CTDSPL2,-4.7385664
ZNF292,-2.7362766
KCNQ3,-6.109877
RALGAPB,-7.1536026
SRCAP,-8.991565
RAB11FIP4,-4.535679
ZNF865,-4.817751
CASKIN1,-6.4984465
