,0
SCN2A,-8.652022
CHD8,11.729252
ADNP,-3.9687428
SHANK3,-4.5543237
PTEN,-3.3492088
SYNGAP1,-5.3857207
MECP2,-4.1170793
KDM5B,-6.7186337
FOXP1,-4.206124
ARID1B,-5.554238
POGZ,-4.5744047
ASH1L,17.582388
KMT5B,-3.7527423
SLC6A1,-4.229203
GIGYF1,-4.501064
DYRK1A,-4.102646
CHD2,9.235131
ASXL3,2.2498178
TAOK1,12.12627
DNMT3A,-4.47016
GRIN2B,-5.286027
BRSK2,-3.9674325
KMT2A,-9.329243
NF1,-7.9971046
STXBP1,-2.5101552
CUL3,-4.445042
MED13L,10.349981
ANK2,-8.556083
MYT1L,-3.2014685
RORB,-4.0776186
TBL1XR1,-3.630974
TBR1,-2.5228353
DYNC1H1,-11.346396
WAC,3.8818598
PHF21A,-3.670678
KDM6B,-5.453724
DDX3X,-3.7149744
CTNNB1,1.3906689
MED13,-5.834758
ANKRD11,-5.4966445
CTCF,-3.4890013
RFX3,-4.160187
ARHGEF9,-2.7520351
SHANK2,-4.334578
DEAF1,-3.7392247
SMARCC2,8.603794
TLK2,-4.7834344
TCF20,-4.694478
CNOT3,-3.9124894
SYNCRIP,-2.2673442
SETD5,-5.2780204
NAA15,-2.8145604
SCN1A,-7.211282
EHMT1,-4.495062
TCF4,-3.9966
SRPRA,-2.7049284
MARK2,-4.531611
KMT2C,54.984802
MBD5,-4.116554
NRXN1,-4.764537
IRF2BPL,-3.2936835
PHIP,-4.923551
NFE2L3,-3.4030123
SKI,-5.324764
PSMD12,-3.6447153
KCNB1,-4.053462
CSDE1,-2.8153985
TSC1,-5.164261
DMWD,-3.5203145
CLCN4,-4.9196386
MEIS2,-3.6499262
PBX1,11.348306
HNRNPD,-3.4074814
BCL11A,-1.9901261
TCF7L2,-1.748796
WDFY3,-7.628891
PHF3,-3.1141877
SETBP1,-4.886857
TGM1,-5.152213
EBF3,-3.3876634
PPP2R5D,-2.1091661
TAF4,-3.83894
KCNQ2,-4.022726
CAPRIN1,-3.6310463
DSCAM,-5.363749
GABBR2,-5.17319
PRKG2,-4.000623
UBN2,-3.61278
MEF2C,-3.8080509
TRIP12,4.9409294
EP300,2.3665943
NR3C2,-5.2065945
ARHGEF18,-4.527175
TNPO3,-5.0164456
SMAD6,-4.7544336
AMOT,-4.2318945
AUTS2,-3.8848329
NCKAP1,-4.412964
DLG4,-2.8703556
ECPAS,-7.1086645
PRKAR1B,-2.0565643
FUBP3,-3.685557
GRIA2,2.0218382
CCDC40,-4.4969316
GABRA1,-3.4206464
TSC2,-4.8603096
C1orf185,-2.913026
METTL23,-3.0164459
HNRNPUL2,-2.29902
PAX5,-3.2048707
ATF4,-2.6648045
RERE,-5.398357
DHFR2,-3.085203
TMC4,-4.024643
FXYD5,-3.0955606
EBAG9,-2.8897042
ITGB5,-4.1348906
INTS2,-4.5050855
RAI1,-3.1270003
FOXG1,-4.0110097
PLEKHG6,-4.750435
MAVS,-3.0465012
C1QC,-3.2851932
TMEM116,-3.3590405
SIN3A,-3.1179688
ANP32A,-2.9819133
PRR14L,-4.6107388
CSNK2B,-3.2553804
PMM2,-3.6259866
PFN2,-3.1326509
LMTK3,-5.252161
SPRY2,-3.200154
CMPK2,-3.3066363
IQSEC2,-4.7629223
RIPK1,-3.7150426
TPK1,-1.3255057
CASZ1,-4.994672
ZBTB45,-3.4165754
NUDT17,-3.3239653
FANCE,-3.2220356
ZNF396,-3.3773942
NR4A2,4.8153176
TBCEL,-0.33003712
ADAM21,-3.4341583
TCF3,-4.3312745
AAAS,-3.3560822
CELF6,-3.304209
INSC,-3.4840488
ZMYND8,-4.944913
CLTC,-4.803808
TCHHL1,-3.4561028
CTDSPL2,-3.3505049
ZNF292,9.532726
KCNQ3,-0.97665644
RALGAPB,-5.272971
SRCAP,-6.232214
RAB11FIP4,-3.302929
ZNF865,-3.478611
CASKIN1,-2.7888248
RANBP17,-3.5300155
FBN1,-12.46903
ACTB,-2.8612792
CNNM2,-4.9116898
TSHZ1,-3.4737186
UPF3B,-3.3329465
PHF2,-4.4492393
FMR1,-3.4832954
MIB1,6.815612
FADS1,-3.4994903
FRMD7,-3.73172
LDB1,-3.6445189
PCDH19,-4.530813
EIF3G,-3.0537987
MYO1E,-6.283698
ZFAND5,0.8831334
CFAP410,-3.147355
BICRA,-1.5567198
MYBL2,-1.7436852
KIAA1958,-1.5441403
GABRG2,-3.6607642
SKIDA1,-3.6920347
PSMA3,-3.0237818
TTC37,-5.204342
PCYT1A,-3.7726588
AP1G1,-4.5730042
FEZF2,-3.3001165
FGF19,-3.1336644
MSL3,-3.07669
SON,9.396806
DNAJC5,-3.0017288
FBXO22,-3.1092563
TNFRSF8,-3.791021
HDAC11,-3.9619513
SSR2,-3.030213
ACTG1,-0.15153694
PNN,-2.3601198
RUNX1T1,-1.1437604
APBB1,-1.6288829
CERS4,-3.8669612
CELF4,-3.1292787
ZBTB14,-3.2202177
ATAT1,-3.8369355
RBBP5,-3.877645
