,0
SCN2A,-10.6017065
CHD8,12.472891
ADNP,-4.820791
SHANK3,-5.161102
PTEN,7.9592333
SYNGAP1,-6.5221663
MECP2,-5.1257524
KDM5B,-8.18684
FOXP1,-5.0873194
ARID1B,-6.5082016
POGZ,-3.2567732
ASH1L,11.777625
KMT5B,-4.549264
SLC6A1,-3.5528574
GIGYF1,-6.736557
DYRK1A,-4.7339997
CHD2,0.56692886
ASXL3,1.5040355
TAOK1,-0.14561939
DNMT3A,-7.1484127
GRIN2B,-6.6606574
BRSK2,-2.9136908
KMT2A,-11.011289
NF1,-9.691383
STXBP1,-4.40014
CUL3,-5.4613814
MED13L,26.575481
ANK2,-11.682072
MYT1L,-5.1348867
RORB,-5.674805
TBL1XR1,-4.212673
TBR1,-5.2642965
DYNC1H1,-12.513539
WAC,0.6345606
PHF21A,-4.3402615
KDM6B,-7.0268393
DDX3X,-4.4977317
CTNNB1,-1.8476882
MED13,-4.6662903
ANKRD11,-4.273125
CTCF,-2.211962
RFX3,-5.047875
ARHGEF9,-5.3623686
SHANK2,-3.0485668
DEAF1,-4.790868
SMARCC2,5.7794223
TLK2,-5.5191584
TCF20,-6.1419954
CNOT3,-5.8264813
SYNCRIP,-1.8790722
SETD5,-6.1561003
NAA15,-3.1542566
SCN1A,-10.198202
EHMT1,-5.3116016
TCF4,-4.6344304
SRPRA,-5.684569
MARK2,-4.336671
KMT2C,38.965534
MBD5,-5.2890253
NRXN1,-6.829356
IRF2BPL,-3.7082562
PHIP,-6.9429526
NFE2L3,-4.5012035
SKI,-6.506053
PSMD12,-5.327306
KCNB1,-6.730855
CSDE1,1.3286366
TSC1,-6.5372972
DMWD,-4.0923567
CLCN4,-3.8391824
MEIS2,-4.1809287
PBX1,-3.926025
HNRNPD,-4.1881065
BCL11A,-4.0837812
TCF7L2,-4.871063
WDFY3,-9.748176
PHF3,-6.285744
SETBP1,-5.950019
TGM1,-6.448739
EBF3,-3.7675428
PPP2R5D,-4.3758187
TAF4,-4.5191708
KCNQ2,-4.794365
CAPRIN1,-4.5376077
DSCAM,-3.4013274
GABBR2,-4.2830834
PRKG2,-4.917397
UBN2,-4.5927267
MEF2C,-4.199823
TRIP12,17.109625
EP300,20.454624
NR3C2,-6.7830143
ARHGEF18,-5.9087315
TNPO3,-4.7713385
SMAD6,-5.9105754
AMOT,-5.7391143
AUTS2,-2.4800339
NCKAP1,-3.889555
DLG4,13.471244
ECPAS,-8.668061
PRKAR1B,-3.5211914
FUBP3,-4.5372243
GRIA2,11.150328
CCDC40,-4.087883
GABRA1,-4.8225284
TSC2,-9.058016
C1orf185,-3.546846
METTL23,-3.8004727
HNRNPUL2,-5.3768935
PAX5,-3.9222238
ATF4,-3.220118
RERE,-6.5505733
DHFR2,-4.1981444
TMC4,-4.9475965
FXYD5,-4.744111
EBAG9,-2.8755267
ITGB5,-5.497308
INTS2,-0.93395805
RAI1,-5.4645457
FOXG1,-4.3702435
PLEKHG6,-5.9463835
MAVS,-3.880901
C1QC,-2.0364459
TMEM116,-4.67619
SIN3A,-6.3058906
ANP32A,-1.7912166
PRR14L,-5.6883464
CSNK2B,-3.5149963
PMM2,-5.4413075
PFN2,-0.6371074
LMTK3,-6.719496
SPRY2,-2.3597302
CMPK2,-4.278406
IQSEC2,-6.6532373
RIPK1,-5.107383
TPK1,-4.5076904
CASZ1,-6.2443614
ZBTB45,-4.4965715
NUDT17,-4.2730618
FANCE,-4.391009
ZNF396,-4.189642
NR4A2,14.399793
TBCEL,-4.784161
ADAM21,-4.178503
TCF3,-3.3869429
AAAS,-5.578607
CELF6,-4.533007
INSC,-1.9023833
ZMYND8,-4.7960443
CLTC,-7.011075
TCHHL1,-4.1657653
CTDSPL2,-4.8122883
ZNF292,2.945033
KCNQ3,-5.424044
RALGAPB,-6.3887672
SRCAP,-9.195909
RAB11FIP4,-4.1948624
ZNF865,-4.8071833
CASKIN1,-6.3305874
RANBP17,-6.2458725
FBN1,-14.309753
ACTB,-3.347879
CNNM2,-6.6552553
TSHZ1,-4.485797
UPF3B,-4.391302
PHF2,-5.6049657
FMR1,-4.338038
MIB1,-4.0104823
FADS1,-4.4312563
FRMD7,-4.553084
LDB1,-5.0107994
PCDH19,-5.2295694
EIF3G,-4.1792526
MYO1E,-5.3559675
ZFAND5,2.9680986
CFAP410,-4.0674305
BICRA,-4.2940054
MYBL2,-5.307282
KIAA1958,-4.9479814
GABRG2,-5.125917
SKIDA1,-5.4098973
PSMA3,-4.0218987
TTC37,-6.386389
PCYT1A,-2.768282
AP1G1,-5.556825
FEZF2,-3.7686224
FGF19,-2.6559598
MSL3,-3.7686772
SON,1.2213411
DNAJC5,-2.1518445
FBXO22,-4.0628066
TNFRSF8,-4.669122
HDAC11,-4.370764
SSR2,-3.8723485
ACTG1,3.673038
PNN,-4.2751226
RUNX1T1,14.085955
APBB1,-4.5869465
CERS4,-4.7398605
CELF4,-3.8771996
ZBTB14,-3.2603025
ATAT1,-4.088464
RBBP5,-2.638631
G3BP1,-3.5947855
WNT7B,-4.63158
BDP1,-6.0822997
RNF217,-5.714871
CBX4,-3.4377348
NME8,-4.6405582
DCUN1D3,-4.539447
ENC1,2.938394
UBB,-2.0115678
NEO1,-4.888543
SLC4A10,6.028802
BRF2,-6.0385103
PSMD11,-3.3699062
NR2F1,-3.7729692
CASK,0.29131126
SARM1,-5.845237
TPST2,-4.662039
FPGS,-4.9405036
QRICH1,-2.8373942
LRP10,-4.6975117
CD101,-4.9074974
INTS7,-5.578536
SMAD4,-3.8301342
