,0
SCN2A,-9.82678
CHD8,33.76324
ADNP,-4.908202
SHANK3,-5.4105787
PTEN,0.9319968
SYNGAP1,-6.602577
MECP2,-2.9858525
KDM5B,-8.320679
FOXP1,-3.834213
ARID1B,-4.5429235
POGZ,-5.456517
ASH1L,13.255532
KMT5B,-4.626268
SLC6A1,-5.0374618
GIGYF1,-4.7042937
DYRK1A,-2.6557481
CHD2,20.063787
ASXL3,-1.2962866
TAOK1,-6.051815
DNMT3A,-7.2857485
GRIN2B,-3.7268705
BRSK2,-5.123457
KMT2A,-6.875437
NF1,-6.827003
STXBP1,-2.8232865
CUL3,-5.571598
MED13L,4.213057
ANK2,-7.6130657
MYT1L,-5.1775975
RORB,-4.3406343
TBL1XR1,-4.3143077
TBR1,-6.5986285
DYNC1H1,-15.016755
WAC,3.635283
PHF21A,-4.325349
KDM6B,-5.6982536
DDX3X,-4.5503497
CTNNB1,-1.5515611
MED13,-8.451225
ANKRD11,-6.4965425
CTCF,-4.407432
RFX3,-5.0770965
ARHGEF9,-3.985035
SHANK2,-4.033421
DEAF1,-4.8331013
SMARCC2,2.3717246
TLK2,-5.723222
TCF20,-3.9064455
CNOT3,-5.817763
SYNCRIP,2.1128702
SETD5,-7.6091914
NAA15,-5.3203773
SCN1A,-9.787211
EHMT1,-7.0152097
TCF4,-2.5553534
SRPRA,-4.406927
MARK2,-5.695596
KMT2C,52.66665
MBD5,-5.3965344
NRXN1,-9.14805
IRF2BPL,-2.4576333
PHIP,-4.855238
NFE2L3,-4.5080667
SKI,-3.7066855
PSMD12,-5.515873
KCNB1,-6.963516
CSDE1,-2.3424497
TSC1,-6.6496773
DMWD,-4.191913
CLCN4,-2.1850889
MEIS2,-4.292915
PBX1,-1.7019184
HNRNPD,-2.1020474
BCL11A,-4.0444527
TCF7L2,-7.4287806
WDFY3,-4.936339
PHF3,-6.316056
SETBP1,-4.7082133
TGM1,-6.6237884
EBF3,-2.5550518
PPP2R5D,-5.7679377
TAF4,-4.7468047
KCNQ2,-5.7598987
CAPRIN1,-4.5923395
DSCAM,-6.134467
GABBR2,-6.7505865
PRKG2,-3.6561184
UBN2,-4.6122494
MEF2C,-4.248712
TRIP12,5.8690615
EP300,-0.9377556
NR3C2,-6.900035
ARHGEF18,-6.027475
TNPO3,-7.006996
SMAD6,-2.2871463
AMOT,-5.791784
AUTS2,-4.6155167
NCKAP1,-3.902773
DLG4,6.8049726
ECPAS,-3.5713973
PRKAR1B,-4.925583
FUBP3,-4.68106
GRIA2,2.2101336
CCDC40,-4.1506853
GABRA1,-5.083588
TSC2,-10.800543
C1orf185,-3.5589757
METTL23,-3.8404574
HNRNPUL2,-3.2608724
PAX5,-4.047555
ATF4,-3.1629434
RERE,-6.669488
DHFR2,-4.320257
TMC4,-4.9613867
FXYD5,-4.722989
EBAG9,-4.3473964
ITGB5,-7.0384755
INTS2,-5.957557
RAI1,-5.5962195
FOXG1,-3.144144
PLEKHG6,-6.025741
MAVS,-3.898724
C1QC,-4.1933045
TMEM116,-4.6787114
SIN3A,-5.0878963
ANP32A,1.0582609
PRR14L,-3.5465703
CSNK2B,-3.5693684
PMM2,-4.0525675
PFN2,-4.0152955
LMTK3,-3.1324656
SPRY2,-3.8469665
CMPK2,-4.3632812
IQSEC2,-6.660026
RIPK1,-5.036278
TPK1,-4.5122848
CASZ1,-6.3489
ZBTB45,-4.4601026
NUDT17,-4.358592
FANCE,-4.4735246
ZNF396,-4.334935
NR4A2,2.2315288
TBCEL,-3.4300818
ADAM21,-4.2101803
TCF3,-5.7160273
AAAS,-5.755219
CELF6,-4.4956093
INSC,-4.2308817
ZMYND8,-4.8543873
CLTC,-7.135542
TCHHL1,-4.1943364
CTDSPL2,-4.912236
ZNF292,11.209032
KCNQ3,-5.5207973
RALGAPB,-6.5524855
SRCAP,-9.434437
RAB11FIP4,-4.1899047
ZNF865,-4.8436666
CASKIN1,-2.875327
RANBP17,-6.405735
FBN1,-10.1908
ACTB,-4.620733
CNNM2,-6.71687
TSHZ1,-4.524294
UPF3B,-4.413916
PHF2,-5.600815
FMR1,-4.4660344
MIB1,1.4180698
FADS1,-4.5285473
FRMD7,-4.6072702
LDB1,-4.986847
PCDH19,-5.4198556
EIF3G,-4.3149986
MYO1E,-8.526268
ZFAND5,-3.1627114
CFAP410,-4.0662613
BICRA,-4.4045935
MYBL2,-5.4311304
KIAA1958,2.9051056
GABRG2,-5.2359514
SKIDA1,-5.363626
PSMA3,-4.119285
TTC37,-5.095667
PCYT1A,-3.6554701
AP1G1,-3.4966767
FEZF2,-3.737234
FGF19,-4.051432
MSL3,-3.7497354
SON,3.925552
DNAJC5,-3.5071878
FBXO22,-4.195614
TNFRSF8,-4.7302885
HDAC11,-5.697105
SSR2,-2.6318748
ACTG1,5.826705
PNN,-4.360915
RUNX1T1,-3.8387203
APBB1,-4.6000934
CERS4,-4.799746
CELF4,-3.8966866
ZBTB14,-4.583455
ATAT1,-2.8276088
RBBP5,-3.5234776
G3BP1,-5.0322747
WNT7B,-5.995123
BDP1,-6.127526
RNF217,-5.787294
CBX4,-2.1258678
NME8,-2.2990696
